Chad,2650.00,2383.33,2000.00,17450.00,150.00,3783.33,8975.00,18675.00,5450.00,17200.00,36225.00,26500.00,26500.00,36500.00,13720.00,400.00,365
Togo,3150.00,8900.00,33575.00,23825.00,950.00,6900.00,22900.00,18950.00,19150.00,34200.00,35575.00,25233.33,34450.00,34562.50,19840.00,2783.33,365
Thailand,19766.67,11350.00,32675.00,28175.00,10200.00,10866.67,19325.00,23650.00,16400.00,35200.00,26450.00,26333.33,24850.00,29437.50,16340.00,12516.67,365
Tajikistan,12166.67,8766.67,3000.00,14175.00,200.00,0.00,0.00,32350.00,3800.00,6500.00,35300.00,9366.67,1100.00,31050.00,25600.00,0.00,365
Turkmenistan,11100.00,29533.33,34600.00,18800.00,7825.00,2516.67,34250.00,36500.00,0.00,10550.00,29750.00,26333.33,0.00,28700.00,27000.00,0.00,365
Timor-Leste,11566.67,19050.00,27925.00,28575.00,18475.00,14966.67,19600.00,25100.00,31200.00,0.00,27850.00,18366.67,24050.00,29925.00,23060.00,11200.00,365
Tonga,7850.00,583.33,18525.00,27462.50,525.00,24266.67,525.00,35975.00,0.00,0.00,35450.00,22700.00,18250.00,7900.00,13480.00,0.00,365
Trinidad and Tobago,23433.33,27133.33,36500.00,36500.00,18600.00,11333.33,16250.00,36500.00,17100.00,0.00,36500.00,18600.00,36500.00,35425.00,18500.00,12166.67,365
Tunisia,13866.67,20066.67,32225.00,36225.00,12275.00,17416.67,19900.00,20800.00,16900.00,23400.00,36500.00,24100.00,19000.00,30275.00,21200.00,19766.67,365
Turkey,14816.67,21733.33,31650.00,16275.00,25950.00,11000.00,27775.00,21775.00,16400.00,4100.00,36500.00,19500.00,22150.00,36500.00,25160.00,27166.67,365
Taiwan,11916.67,12333.33,17700.00,14600.00,3550.00,3450.00,9075.00,26950.00,11500.00,12250.00,34700.00,33333.33,32400.00,26700.00,19920.00,24333.33,365
Tanzania,3000.00,700.00,2050.00,525.00,1050.00,700.00,1050.00,13075.00,6775.00,10350.00,17500.00,25766.67,0.00,6325.00,13420.00,2666.67,365
Uganda,28266.67,24333.33,23650.00,18800.00,15100.00,22533.33,20250.00,15275.00,7450.00,0.00,36500.00,28400.00,6500.00,26762.50,16180.00,19100.00,365
Ukraine,29916.67,18533.33,21800.00,27400.00,15225.00,5933.33,18225.00,14675.00,10375.00,16250.00,36500.00,25666.67,25300.00,23525.00,21180.00,21583.33,365
Uruguay,14850.00,19216.67,23950.00,26825.00,15450.00,9666.67,11200.00,32750.00,12975.00,22400.00,36500.00,35866.67,26450.00,18250.00,27140.00,15133.33,365
United States,19016.67,16950.00,21425.00,30437.50,12675.00,8383.33,20200.00,28725.00,14250.00,13700.00,36500.00,36500.00,18250.00,26187.50,28960.00,19383.33,365
Uzbekistan,14200.00,2600.00,20200.00,26125.00,8800.00,1200.00,12300.00,25325.00,17400.00,33350.00,36500.00,21533.33,6850.00,26925.00,24180.00,9733.33,365
Venezuela,32833.33,27500.00,28725.00,32050.00,17475.00,21733.33,26700.00,29725.00,12500.00,34500.00,36500.00,35833.33,0.00,34800.00,10740.00,23500.00,365
United States Virgin Islands,20500.00,15800.00,18250.00,25975.00,2850.00,9033.33,0.00,16600.00,14600.00,14200.00,31950.00,32433.33,36500.00,26625.00,34060.00,36500.00,365
Vietnam,23800.00,19500.00,23600.00,28037.50,23050.00,16083.33,24100.00,31375.00,5100.00,11700.00,36500.00,36500.00,28050.00,27375.00,21980.00,17316.67,365
Vanuatu,0.00,0.00,0.00,0.00,0.00,0.00,0.00,33425.00,0.00,1500.00,36500.00,12166.67,36500.00,1150.00,18240.00,0.00,365
Yemen,6900.00,9266.67,13900.00,0.00,0.00,18250.00,14850.00,22050.00,0.00,0.00,18250.00,12166.67,13350.00,12762.50,16060.00,9116.67,365
South Africa,15133.33,17133.33,20650.00,27225.00,17850.00,24066.67,3950.00,11150.00,16850.00,25800.00,36500.00,33333.33,36500.00,27550.00,21320.00,27200.00,365
Zambia,9800.00,11833.33,29000.00,29025.00,2850.00,2466.67,0.00,14575.00,1675.00,11150.00,36150.00,28266.67,9900.00,27200.00,17080.00,2966.67,365
Zimbabwe,13400.00,22100.00,32200.00,29300.00,13750.00,22066.67,20650.00,13550.00,3000.00,900.00,36275.00,33233.33,8650.00,28875.00,27910.00,8000.00,365
