NazwaKraju,RodzajOkresu,NumerOkresu,Zgony2018,Zgony2019,Zgony2020,Zgony2021
Dania,T,30,1091,967,944,1057
Dania,T,31,1084,962,983,1134
Dania,T,32,1029,936,957,1085
Dania,T,33,1017,931,993,1048
Dania,T,34,990,1006,995,1062
Dania,T,35,935,996,953,1052
Dania,T,36,975,983,985,1093
Dania,T,37,949,966,984,1051
Dania,T,38,994,1007,1082,1051
Dania,T,39,950,1016,974,1138
Dania,T,40,1033,972,996,1064
Dania,T,41,992,1033,938,1161
Dania,T,42,958,998,1008,1129
Dania,T,43,973,1026,1096,1138
Dania,T,44,1007,954,979,1141
Dania,T,45,992,1046,1026,1142
Dania,T,46,954,1037,1097,1132
Dania,T,47,996,1057,1082,1209
Dania,T,48,994,1095,1097,1214
Dania,T,49,1085,1104,1105,1265
Dania,T,50,1044,1107,1095,1258
Dania,T,51,1096,1042,1273,1286
Dania,T,52,1006,1038,1212,1275
Dominika,M,1,3643,3815,4177,4708
Dominika,M,2,3595,3466,3697,3638
Dominika,M,3,4126,3750,3530,3908
Dominika,M,4,3549,3445,3057,3687
Dominika,M,5,3416,3632,3109,4340
Dominika,M,6,3324,3603,3859,4818
Dominika,M,7,3527,3906,4979,4130
Dominika,M,8,3377,3683,4562,3768
Dominika,M,9,3313,3842,3568,3688
Dominika,M,10,3492,3831,3562,4217
Ekwador,T,1,1502,1540,1369,2003
Ekwador,T,2,1496,1534,1566,2194
Ekwador,T,3,1492,1499,1517,2338
Ekwador,T,4,1581,1528,1461,2203
Ekwador,T,5,1418,1478,1360,2232
Ekwador,T,6,1395,1529,1427,2212
Ekwador,T,7,1502,1475,1504,2251
Ekwador,T,8,1451,1441,1477,2275
Ekwador,T,9,1413,1467,1540,2217
Ekwador,T,10,1432,1513,1439,2420
Ekwador,T,11,1399,1505,1470,2629
Ekwador,T,12,1283,1480,1520,2708
Ekwador,T,13,1330,1430,3754,2850
Ekwador,T,14,1383,1465,7209,3044
Ekwador,T,15,1369,1389,6386,3137
Ekwador,T,16,1334,1417,4467,3260
Ekwador,T,17,1316,1450,3476,3083
Ekwador,T,18,1356,1414,2828,2893
Ekwador,T,19,1274,1315,2606,2574
Ekwador,T,20,1429,1355,2302,2379
Ekwador,T,21,1286,1349,2141,2182
Ekwador,T,22,1248,1370,2113,1989
Ekwador,T,23,1370,1350,2078,1974
Ekwador,T,24,1357,1374,2174,1931
Ekwador,T,25,1309,1385,2139,1909
Ekwador,T,26,1388,1377,2134,1827
Ekwador,T,27,1415,1441,2238,1880
Ekwador,T,28,1368,1308,2425,1810
Ekwador,T,29,1324,1404,2529,1740
Ekwador,T,30,1283,1365,2563,1767
Ekwador,T,31,1376,1372,2538,1617
Ekwador,T,32,1355,1407,2475,1581
Ekwador,T,33,1440,1436,2372,1546
Ekwador,T,34,1318,1399,2194,1612
Ekwador,T,35,1444,1444,2076,1566
Ekwador,T,36,1361,1497,2067,1524
Ekwador,T,37,1373,1447,1944,1540
Ekwador,T,38,1296,1402,1878,1496
Ekwador,T,39,1352,1398,1782,1602
Ekwador,T,40,1403,1325,1699,1492
Ekwador,T,41,1315,1349,1826,1544
Ekwador,T,42,1326,1371,1713,1470
Ekwador,T,43,1311,1306,1756,1466
Ekwador,T,44,1370,1426,1680,1461
Ekwador,T,45,1394,1432,1670,1577
Ekwador,T,46,1337,1384,1760,1595
Ekwador,T,47,1344,1441,1808,1583
Ekwador,T,48,1331,1381,1710,1516
Ekwador,T,49,1380,1350,1792,1629
Ekwador,T,50,1447,1479,1661,1634
Ekwador,T,51,1492,1359,1777,1715
Ekwador,T,52,1501,1127,1777,1773
Egipt,M,1,54283,61321,56964,69452
Egipt,M,2,46845,49423,49835,54184
Egipt,M,3,47022,47757,49131,60592
Egipt,M,4,43399,43303,42078,67163
Egipt,M,5,44473,44851,56747,73447
Egipt,M,6,44510,45468,79078,54580
Egipt,M,7,46202,47420,61079,54861
Egipt,M,8,46458,45607,56515,56235
Egipt,M,9,43907,42635,49351,56573
Egipt,M,10,44052,42838,45897,65093
Egipt,M,11,44667,44263,50681,60180
Egipt,M,12,53942,55694,68844,59726
Estonia,T,1,328,351,294,383
Estonia,T,2,319,338,326,396
Estonia,T,3,290,383,308,407
Estonia,T,4,338,324,299,354
Estonia,T,5,333,325,307,353
Estonia,T,6,343,325,271,379
Estonia,T,7,347,317,322,349
Estonia,T,8,389,322,331,406
Estonia,T,9,391,331,315,422
Estonia,T,10,391,305,293,422
Estonia,T,11,384,294,340,425
Estonia,T,12,361,300,311,406
Estonia,T,13,326,296,325,414
Estonia,T,14,337,257,312,398
Estonia,T,15,319,290,310,389
Estonia,T,16,318,299,309,362
Estonia,T,17,276,286,319,316
Estonia,T,18,269,301,304,351
Estonia,T,19,268,274,307,350
Estonia,T,20,300,313,285,319
Estonia,T,21,281,303,278,319
Estonia,T,22,266,276,301,293
Estonia,T,23,262,296,269,303
Estonia,T,24,282,257,273,297
Estonia,T,25,277,281,279,395
Estonia,T,26,261,279,287,314
Estonia,T,27,230,263,268,371
Estonia,T,28,280,278,270,325
Estonia,T,29,310,286,284,277
Estonia,T,30,291,314,296,286
Estonia,T,31,321,256,304,311
Estonia,T,32,302,269,281,311
Estonia,T,33,234,323,295,289
Estonia,T,34,261,251,265,299
Estonia,T,35,255,271,298,329
Estonia,T,36,278,261,280,347
Estonia,T,37,265,254,256,300
Estonia,T,38,284,277,312,351
Estonia,T,39,283,282,330,349
Estonia,T,40,273,305,301,339
Estonia,T,41,301,257,274,358
Estonia,T,42,282,286,309,366
Estonia,T,43,299,296,304,420
Estonia,T,44,282,293,267,424
Estonia,T,45,259,271,287,396
Estonia,T,46,284,288,291,402
Estonia,T,47,289,299,317,423
Estonia,T,48,283,291,334,369
Estonia,T,49,316,327,339,386
Estonia,T,50,319,304,348,378
Estonia,T,51,318,305,344,376
Estonia,T,52,329,302,360,405
Wyspy Owcze,M,1,43,38,31,39
Wyspy Owcze,M,2,33,31,24,36
Wyspy Owcze,M,3,35,41,30,25
Wyspy Owcze,M,4,27,32,40,40
Wyspy Owcze,M,5,38,33,18,32
Wyspy Owcze,M,6,30,33,36,30
Wyspy Owcze,M,7,29,37,31,35
Wyspy Owcze,M,8,28,30,28,31
Wyspy Owcze,M,9,35,30,27,34
Wyspy Owcze,M,10,31,35,30,31
Wyspy Owcze,M,11,31,31,38,42
Wyspy Owcze,M,12,34,40,33,53
Finlandia,T,1,1072,1213,1047,1104
Finlandia,T,2,1091,1125,1069,1125
Finlandia,T,3,1083,1171,1061,1206
Finlandia,T,4,1131,1134,1040,1159
Finlandia,T,5,1186,1141,1074,1104
Finlandia,T,6,1110,1170,1115,1056
Finlandia,T,7,1143,1089,1098,1159
Finlandia,T,8,1173,1058,1091,1133
Finlandia,T,9,1247,1070,1050,1091
Finlandia,T,10,1223,1085,1106,1049
Finlandia,T,11,1251,1154,1105,1090
Finlandia,T,12,1216,1047,1122,1021
Finlandia,T,13,1154,1072,1108,1053
Finlandia,T,14,1243,1033,1110,1056
Finlandia,T,15,1096,1058,1181,1033
Finlandia,T,16,1110,1024,1094,1054
Finlandia,T,17,1027,1001,1142,1008
Finlandia,T,18,1023,1090,1131,1067
Finlandia,T,19,980,972,1074,1116
Finlandia,T,20,973,993,1104,1008
Finlandia,T,21,909,927,957,995
Finlandia,T,22,926,919,990,1013
Finlandia,T,23,944,1053,984,981
Finlandia,T,24,921,934,1003,1009
Finlandia,T,25,954,962,1068,1080
Finlandia,T,26,946,895,1021,1009
Finlandia,T,27,961,949,996,1092
Finlandia,T,28,986,983,944,1148
Finlandia,T,29,1060,962,1021,1015
Finlandia,T,30,1047,1022,964,1026
Finlandia,T,31,1063,922,982,1062
Finlandia,T,32,919,958,954,1100
Finlandia,T,33,984,923,977,1078
Finlandia,T,34,943,992,1016,1066
Finlandia,T,35,947,966,989,1079
Finlandia,T,36,941,986,979,1148
Finlandia,T,37,907,990,1124,1064
Finlandia,T,38,997,1007,1046,1120
Finlandia,T,39,1012,1047,1089,1133
Finlandia,T,40,1059,1050,977,1138
Finlandia,T,41,1004,1090,984,1184
Finlandia,T,42,982,1052,1074,1197
Finlandia,T,43,999,1081,1070,1127
Finlandia,T,44,1021,1101,1132,1088
Finlandia,T,45,1031,997,1043,1153
Finlandia,T,46,983,1014,1025,1183
Finlandia,T,47,995,970,1119,1221
Finlandia,T,48,1038,1024,1108,1211
Finlandia,T,49,1063,1097,1119,1277
Finlandia,T,50,1065,1053,1106,1197
Finlandia,T,51,1037,1105,1148,1179
Finlandia,T,52,1193,1089,1129,1186
Francja,T,1,14154,12814,12737,14675
Francja,T,2,13590,13355,13200,14638
Francja,T,3,13157,13249,12598,15147
Francja,T,4,12464,13666,12331,14785
Francja,T,5,12132,13927,12541,14436
Francja,T,6,12697,14056,12407,14156
Francja,T,7,12645,13584,12261,14131
Francja,T,8,13136,13501,11835,13320
Francja,T,9,14212,13062,12042,12964
Francja,T,10,14327,12459,12139,12799
Francja,T,11,13156,11696,12554,12964
Francja,T,12,12687,11548,13939,12776
Francja,T,13,12443,11312,16188,13240
Francja,T,14,12014,11469,18805,12997
Francja,T,15,11716,11018,17563,13086
Francja,T,16,11603,11283,15396,13220
Francja,T,17,10788,11257,12821,12746
Francja,T,18,10696,10884,11260,12502
Francja,T,19,10332,10996,11030,11503
Francja,T,20,10399,10980,10755,11238
Francja,T,21,10781,10783,11116,11055
Francja,T,22,10512,10491,10434,10817
Francja,T,23,10138,10342,10392,10670
Francja,T,24,9978,10321,10360,10858
Francja,T,25,10203,10494,10427,9858
Francja,T,26,10894,11127,11111,10134
Francja,T,27,10777,10742,10020,10491
Francja,T,28,10255,10258,10316,10328
Francja,T,29,10509,10330,10129,11496
Francja,T,30,10923,11339,10542,10674
Francja,T,31,10765,10108,10866,10544
Francja,T,32,10731,10346,10748,11579
Francja,T,33,9930,9991,11767,11217
Francja,T,34,10388,10350,10490,10923
Francja,T,35,10140,10824,10503,11467
Francja,T,36,10497,10095,10623,11729
Francja,T,37,10532,10532,11199,10945
Francja,T,38,10520,10893,11781,10911
Francja,T,39,10453,10544,10868,11309
Francja,T,40,11061,10910,11856,11405
Francja,T,41,11134,11117,11841,12062
Francja,T,42,10780,11148,12167,11968
Francja,T,43,10999,11188,13689,12241
Francja,T,44,11194,11392,14613,11675
Francja,T,45,11484,11554,15609,12115
Francja,T,46,11249,11767,15467,12247
Francja,T,47,11459,12109,14993,12835
Francja,T,48,11595,12032,14697,13497
Francja,T,49,11324,11944,14533,13968
Francja,T,50,11501,12228,14504,13876
Francja,T,51,12021,12353,14106,14564
Francja,T,52,11954,12149,13801,14689
Gujana Francuska,T,1,18,29,21,21
Gujana Francuska,T,2,21,16,12,25
Gujana Francuska,T,3,26,23,17,18
Gujana Francuska,T,4,10,21,21,22
Gujana Francuska,T,5,22,21,18,22
Gujana Francuska,T,6,19,15,10,20
Gujana Francuska,T,7,15,27,15,21
Gujana Francuska,T,8,25,12,17,21
Gujana Francuska,T,9,18,23,14,18
Gujana Francuska,T,10,11,21,16,24
Gujana Francuska,T,11,12,20,23,29
Gujana Francuska,T,12,17,22,12,30
Gujana Francuska,T,13,19,22,23,26
Gujana Francuska,T,14,17,23,12,20
Gujana Francuska,T,15,23,17,12,14
Gujana Francuska,T,16,16,26,7,18
Gujana Francuska,T,17,21,18,16,13
Gujana Francuska,T,18,25,22,9,20
Gujana Francuska,T,19,14,18,15,18
Gujana Francuska,T,20,17,10,16,24
Gujana Francuska,T,21,14,15,13,24
Gujana Francuska,T,22,11,23,13,25
Gujana Francuska,T,23,10,16,20,30
Gujana Francuska,T,24,11,22,17,31
Gujana Francuska,T,25,16,21,32,35
Gujana Francuska,T,26,18,14,25,20
Gujana Francuska,T,27,16,19,25,35
Gujana Francuska,T,28,18,16,24,32
Gujana Francuska,T,29,18,27,33,30
Gujana Francuska,T,30,13,29,22,31
Gujana Francuska,T,31,16,23,22,36
Gujana Francuska,T,32,13,18,19,24
Gujana Francuska,T,33,22,13,14,33
Gujana Francuska,T,34,13,19,23,39
Gujana Francuska,T,35,16,25,24,32
Gujana Francuska,T,36,21,12,16,28
Gujana Francuska,T,37,19,14,10,38
Gujana Francuska,T,38,20,17,22,44
Gujana Francuska,T,39,12,16,16,40
Gujana Francuska,T,40,9,23,19,34
Gujana Francuska,T,41,11,13,19,28
Gujana Francuska,T,42,22,13,23,26
Gujana Francuska,T,43,11,18,18,35
Gujana Francuska,T,44,12,21,26,29
Gujana Francuska,T,45,20,15,17,26
Gujana Francuska,T,46,15,24,11,18
Gujana Francuska,T,47,15,14,21,19
Gujana Francuska,T,48,19,22,20,13
Gujana Francuska,T,49,13,21,21,21
Gujana Francuska,T,50,25,23,16,17
Gujana Francuska,T,51,19,19,16,21
Gujana Francuska,T,52,13,17,20,22
Polinezja Francuska,M,1,153,124,125,161
Polinezja Francuska,M,2,132,124,133,144
Polinezja Francuska,M,3,128,163,148,123
Polinezja Francuska,M,4,143,117,141,119
Polinezja Francuska,M,5,133,123,124,118
Polinezja Francuska,M,6,151,118,126,115
Polinezja Francuska,M,7,120,143,114,135
Polinezja Francuska,M,8,150,147,115,575
Polinezja Francuska,M,9,110,111,133,320
Gruzja,M,1,4304,4972,4630,5134
Gruzja,M,2,3812,3868,4136,3892
Gruzja,M,3,4219,4171,4001,4318
Gruzja,M,4,3976,4068,3644,4170
Gruzja,M,5,3875,4054,3860,4557
Gruzja,M,6,3696,3707,3523,4120
Gruzja,M,7,3806,3469,3706,4203
Gruzja,M,8,3493,3474,3361,5977
Gruzja,M,9,3225,3216,3299,5309
Gruzja,M,10,3720,3601,4085,5610
Gruzja,M,11,4087,3961,5929,6563
Gruzja,M,12,4311,4098,6363,6053
Niemcy,T,1,19342,18686,18883,24849
Niemcy,T,2,18770,19170,19408,24503
Niemcy,T,3,19187,19163,18953,24077
Niemcy,T,4,19171,19505,18827,22645
Niemcy,T,5,19558,19812,19774,21736
Niemcy,T,6,20086,19981,19038,20932
Niemcy,T,7,21254,20150,19648,20469
Niemcy,T,8,22888,20349,18953,18953
Niemcy,T,9,25535,20790,19505,18441
Niemcy,T,10,26777,20453,19667,18610
Niemcy,T,11,24385,19795,19849,18337
Niemcy,T,12,22777,19016,19722,18397
Niemcy,T,13,20906,18562,19678,18495
Niemcy,T,14,20038,18671,20662,18828
Niemcy,T,15,19165,17852,20502,19069
Niemcy,T,16,17992,18089,19261,19251
Niemcy,T,17,17093,17894,18557,19511
Niemcy,T,18,16789,17090,17920,19309
Niemcy,T,19,17226,17118,17651,18592
Niemcy,T,20,16488,17315,17001,17793
Niemcy,T,21,16513,17080,17163,17166
Niemcy,T,22,17039,16921,16776,18164
Niemcy,T,23,16714,17491,17262,17410
Niemcy,T,24,15582,16484,16601,19052
Niemcy,T,25,15843,16639,16401,17189
Niemcy,T,26,16569,17918,17293,16990
Niemcy,T,27,16622,16552,16457,16959
Niemcy,T,28,16070,16319,16142,17629
Niemcy,T,29,16702,16856,16537,17589
Niemcy,T,30,18340,19630,16887,17209
Niemcy,T,31,20371,17034,17433,17003
Niemcy,T,32,18478,16540,17470,17536
Niemcy,T,33,16890,15934,19720,17451
Niemcy,T,34,16612,16263,17559,17166
Niemcy,T,35,16000,17637,16656,17339
Niemcy,T,36,16390,15988,16789,18835
Niemcy,T,37,16292,16303,17155,18018
Niemcy,T,38,16651,16500,17555,18117
Niemcy,T,39,15969,17402,17446,18094
Niemcy,T,40,16622,16899,17614,18177
Niemcy,T,41,16993,17666,17501,18917
Niemcy,T,42,16552,17713,17754,19760
Niemcy,T,43,16608,17327,18588,20268
Niemcy,T,44,16895,17488,18584,20324
Niemcy,T,45,17604,17859,19007,21004
Niemcy,T,46,16842,18242,19727,22264
Niemcy,T,47,17785,18535,20182,23170
Niemcy,T,48,18091,18581,21304,24110
Niemcy,T,49,18342,19143,22604,23917
Niemcy,T,50,17943,19101,24003,22812
Niemcy,T,51,18990,19062,24724,22363
Niemcy,T,52,17954,18204,25554,21995
Gibraltar,M,1,39,36,34,89
Grecja,T,1,2533,2706,2751,2652
Grecja,T,2,2453,3105,2923,2498
Grecja,T,3,2345,3039,2863,2652
Grecja,T,4,2548,2860,2774,2621
Grecja,T,5,2605,2893,2990,2493
Grecja,T,6,2557,2772,2850,2463
Grecja,T,7,2469,2563,2782,2529
Grecja,T,8,2493,2660,2469,2667
Grecja,T,9,2610,2769,2545,2724
Grecja,T,10,2532,2519,2645,2655
Grecja,T,11,2415,2470,2594,2783
Grecja,T,12,2330,2391,2548,2759
Grecja,T,13,2365,2332,2439,2929
Grecja,T,14,2341,2413,2454,2898
Grecja,T,15,2349,2312,2362,2969
Grecja,T,16,2319,2220,2268,2665
Grecja,T,17,2175,2403,2203,2804
Grecja,T,18,2226,2360,2307,2937
Grecja,T,19,1980,2323,2128,2436
Grecja,T,20,2112,2268,2474,2500
Grecja,T,21,2021,2210,2329,2585
Grecja,T,22,2223,2281,1961,2318
Grecja,T,23,2302,2285,2101,2393
Grecja,T,24,2188,2546,2211,2314
Grecja,T,25,2080,2376,2354,2959
Grecja,T,26,2045,2419,2181,3154
Grecja,T,27,2361,2377,2671,2702
Grecja,T,28,2160,2258,2304,2699
Grecja,T,29,2356,2097,2137,2449
Grecja,T,30,2195,2337,2235,2825
Grecja,T,31,2231,2386,2714,3886
Grecja,T,32,2288,2391,2528,2952
Grecja,T,33,2285,2361,2367,2669
Grecja,T,34,2260,2264,2361,2778
Grecja,T,35,2178,2356,2298,2565
Grecja,T,36,2196,2122,2315,2519
Grecja,T,37,2063,2084,2274,2719
Grecja,T,38,2100,2110,2276,2440
Grecja,T,39,2022,2087,2156,2439
Grecja,T,40,2176,2158,2223,2456
Grecja,T,41,2244,2070,2214,2488
Grecja,T,42,2164,2123,2144,2514
Grecja,T,43,2261,2170,2223,2726
Grecja,T,44,2301,2283,2413,2993
Grecja,T,45,2232,2303,2547,2852
Grecja,T,46,2392,2216,2784,2991
Grecja,T,47,2438,2216,3149,3170
Grecja,T,48,2312,2395,3297,3174
Grecja,T,49,2451,2512,3336,3340
Grecja,T,50,2503,2463,3115,3286
Grecja,T,51,2535,2445,2938,3300
Grecja,T,52,2632,2459,2763,3297
Grenlandia,M,1,48,46,38,48
Grenlandia,M,2,25,50,50,53
Grenlandia,M,3,49,55,39,39
Grenlandia,M,4,62,47,29,47
Grenlandia,M,5,52,32,40,27
Grenlandia,M,6,45,49,49,43
Grenlandia,M,7,31,40,37,57
Grenlandia,M,8,49,40,45,48
Grenlandia,M,9,34,59,55,47
Grenlandia,M,10,28,42,32,43
Grenlandia,M,11,30,42,47,25
Grenlandia,M,12,34,46,58,54
Gwadelupa,T,1,68,74,80,75
Gwadelupa,T,2,60,66,50,80
Gwadelupa,T,3,72,66,56,80
Gwadelupa,T,4,53,70,69,55
Gwadelupa,T,5,69,79,61,69
Gwadelupa,T,6,68,77,57,52
Gwadelupa,T,7,59,78,74,58
Gwadelupa,T,8,48,48,81,81
Gwadelupa,T,9,71,77,75,65
Gwadelupa,T,10,74,64,67,60
Gwadelupa,T,11,69,69,67,65
Gwadelupa,T,12,63,56,69,76
Gwadelupa,T,13,66,77,65,65
Gwadelupa,T,14,75,65,72,71
Gwadelupa,T,15,45,62,60,80
Gwadelupa,T,16,58,68,74,80
Gwadelupa,T,17,75,59,72,64
Gwadelupa,T,18,52,45,76,68
Gwadelupa,T,19,60,62,62,70
Gwadelupa,T,20,78,62,68,83
Gwadelupa,T,21,50,79,72,68
Gwadelupa,T,22,56,52,56,63
Gwadelupa,T,23,52,67,59,80
Gwadelupa,T,24,70,76,63,74
Gwadelupa,T,25,60,71,59,61
Gwadelupa,T,26,67,76,70,70
Gwadelupa,T,27,54,64,61,70
Gwadelupa,T,28,57,71,66,68
Gwadelupa,T,29,55,68,55,74
Gwadelupa,T,30,74,71,65,79
Gwadelupa,T,31,54,46,72,135
Gwadelupa,T,32,77,56,72,207
Gwadelupa,T,33,56,74,84,311
Gwadelupa,T,34,51,81,64,290
Gwadelupa,T,35,57,71,87,192
Gwadelupa,T,36,51,66,83,161
Gwadelupa,T,37,74,76,87,96
Gwadelupa,T,38,79,57,105,103
Gwadelupa,T,39,45,57,89,82
Gwadelupa,T,40,60,75,89,67
Gwadelupa,T,41,60,58,88,74
Gwadelupa,T,42,53,69,95,63
Gwadelupa,T,43,61,64,90,66
Gwadelupa,T,44,59,57,74,62
Gwadelupa,T,45,49,63,72,57
Gwadelupa,T,46,45,52,60,73
Gwadelupa,T,47,62,57,53,63
Gwadelupa,T,48,65,53,70,53
Gwadelupa,T,49,61,57,68,66
Gwadelupa,T,50,68,59,64,54
Gwadelupa,T,51,58,71,57,72
Gwadelupa,T,52,54,72,60,64
Gwatemala,T,1,1716,1462,1757,1900
Gwatemala,T,2,1668,1659,1670,1928
Gwatemala,T,3,1746,1643,1663,1895
Gwatemala,T,4,1593,1598,1607,1839
Gwatemala,T,5,1351,1570,1599,1772
Gwatemala,T,6,1520,1566,1610,1786
Gwatemala,T,7,1498,1606,1586,1707
Gwatemala,T,8,1487,1635,1517,1748
Gwatemala,T,9,1448,1574,1565,1809
Gwatemala,T,10,1498,1612,1581,1765
Gwatemala,T,11,1526,1594,1478,1794
Gwatemala,T,12,1506,1559,1394,1968
Gwatemala,T,13,1400,1732,1329,1962
Gwatemala,T,14,1524,1609,1305,2060
Gwatemala,T,15,1520,1682,1259,2216
Gwatemala,T,16,1687,1633,1314,2188
Gwatemala,T,17,1689,1683,1405,2183
Gwatemala,T,18,1637,1720,1351,2128
Gwatemala,T,19,1449,1679,1375,2086
Gwatemala,T,20,1552,1695,1402,2131
Gwatemala,T,21,1596,1622,1470,2075
Gwatemala,T,22,1372,1551,1542,2154
Gwatemala,T,23,1686,1723,1890,2203
Gwatemala,T,24,1635,1652,1946,2151
Gwatemala,T,25,1659,1718,2113,2179
Gwatemala,T,26,1707,1738,2352,2352
Gwatemala,T,27,1613,1817,2626,2459
Gwatemala,T,28,1633,1709,2961,2532
Gwatemala,T,29,1671,1670,2785,2671
Gwatemala,T,30,1643,1659,2710,2727
Gwatemala,T,31,1340,1695,2576,2821
Gwatemala,T,32,1612,1591,2386,2971
Gwatemala,T,33,1478,1630,2225,3323
Gwatemala,T,34,1586,1694,2128,3546
Gwatemala,T,35,1280,1664,2127,3676
Gwatemala,T,36,1587,1588,2029,3848
Gwatemala,T,37,1584,1576,1957,3687
Gwatemala,T,38,1548,1639,1932,3202
Gwatemala,T,39,1581,1633,1907,2946
Gwatemala,T,40,1577,1602,1812,2635
Gwatemala,T,41,1644,1647,1926,2400
Gwatemala,T,42,1642,1656,1819,2095
Gwatemala,T,43,1534,1651,1787,1969
Gwatemala,T,44,1430,1607,1821,1918
Gwatemala,T,45,1608,1633,1866,1794
Gwatemala,T,46,1577,1661,1820,1771
Gwatemala,T,47,1556,1585,1876,1700
Gwatemala,T,48,1568,1550,1862,1779
Gwatemala,T,49,1529,1574,1765,1708
Gwatemala,T,50,1582,1571,1866,1769
Gwatemala,T,51,1620,1627,1851,1782
Hongkong,M,1,4607,4777,4749,5283
Hongkong,M,2,4660,3982,4789,4143
Hongkong,M,3,4264,4216,4171,4325
Hongkong,M,4,3862,4074,3899,4129
Hongkong,M,5,3738,4028,4091,4156
Hongkong,M,6,3551,3837,3728,3851
Hongkong,M,7,3608,3962,4117,4101
Hongkong,M,8,3714,3859,4177,4080
Hongkong,M,9,3478,3716,3849,3840
Hongkong,M,10,3844,3924,4184,4291
Hongkong,M,11,3783,3946,4125,4332
Hongkong,M,12,4291,4636,4787,4637
Węgry,T,1,2595,3054,2612,3218
Węgry,T,2,2546,3090,2585,3203
Węgry,T,3,2675,3037,2584,3041
Węgry,T,4,2655,3234,2723,2860
Węgry,T,5,2731,3384,2802,2887
Węgry,T,6,2833,3263,2637,2881
Węgry,T,7,3037,3034,2751,2927
Węgry,T,8,3161,2888,2585,3167
Węgry,T,9,3237,2909,2781,3274
Węgry,T,10,3218,2713,2606,3808
Węgry,T,11,3016,2733,2578,4305
Węgry,T,12,2878,2469,2801,4569
Węgry,T,13,2774,2411,2592,4535
Węgry,T,14,2622,2414,2528,4141
Węgry,T,15,2576,2393,2575,3532
Węgry,T,16,2336,2327,2509,3251
Węgry,T,17,2300,2442,2359,2969
Węgry,T,18,2294,2316,2249,2723
Węgry,T,19,2160,2283,2292,2551
Węgry,T,20,2154,2208,2346,2389
Węgry,T,21,2352,2283,2110,2334
Węgry,T,22,2393,2196,2191,2415
Węgry,T,23,2228,2288,2399,2374
Węgry,T,24,2243,2623,2288,2365
Węgry,T,25,2188,2217,2068,2677
Węgry,T,26,2140,2247,2269,2389
Węgry,T,27,2225,2242,2317,2362
Węgry,T,28,2285,2065,2169,2425
Węgry,T,29,2265,2292,2110,2108
Węgry,T,30,2389,2471,2153,2508
Węgry,T,31,2479,2170,2362,2184
Węgry,T,32,2419,2215,2311,2352
Węgry,T,33,2199,2218,2268,2205
Węgry,T,34,2323,2235,2224,2165
Węgry,T,35,2254,2373,2203,2274
Węgry,T,36,2267,2199,2221,2404
Węgry,T,37,2356,2154,2333,2470
Węgry,T,38,2385,2241,2472,2375
Węgry,T,39,2362,2494,2457,2423
Węgry,T,40,2498,2442,2562,2534
Węgry,T,41,2512,2382,2563,2665
Węgry,T,42,2432,2394,2758,2670
Węgry,T,43,2409,2355,2989,2973
Węgry,T,44,2361,2297,3185,3334
Węgry,T,45,2362,2443,3551,3530
Węgry,T,46,2408,2358,3963,3670
Węgry,T,47,2555,2301,3950,4029
Węgry,T,48,2559,2355,4067,4154
Węgry,T,49,2644,2558,4169,3967
Węgry,T,50,2677,2526,4089,3641
Węgry,T,51,2797,2536,3733,3462
Węgry,T,52,2860,2494,3752,3365
Islandia,T,1,62,39,57,45
Islandia,T,2,47,41,55,57
Islandia,T,3,41,40,52,48
Islandia,T,4,50,37,55,42
Islandia,T,5,47,43,39,42
Islandia,T,6,46,36,47,46
Islandia,T,7,44,47,49,55
Islandia,T,8,57,41,48,46
Islandia,T,9,50,47,43,46
Islandia,T,10,43,47,50,40
Islandia,T,11,37,57,42,42
Islandia,T,12,36,37,39,37
Islandia,T,13,55,48,43,52
Islandia,T,14,55,38,50,40
Islandia,T,15,51,42,50,54
Islandia,T,16,45,47,60,45
Islandia,T,17,41,53,35,47
Islandia,T,18,32,45,44,53
Islandia,T,19,43,44,37,41
Islandia,T,20,38,46,42,41
Islandia,T,21,51,36,50,35
Islandia,T,22,50,38,50,38
Islandia,T,23,54,45,34,45
Islandia,T,24,35,42,40,52
Islandia,T,25,36,39,31,44
Islandia,T,26,52,60,35,45
Islandia,T,27,40,40,35,43
Islandia,T,28,38,42,46,47
Islandia,T,29,33,30,42,38
Islandia,T,30,30,56,35,56
Islandia,T,31,41,33,36,46
Islandia,T,32,45,36,37,47
Islandia,T,33,25,37,43,44
Islandia,T,34,38,53,34,45
Islandia,T,35,36,36,28,36
Islandia,T,36,41,34,55,43
Islandia,T,37,45,33,40,43
Islandia,T,38,33,45,45,32
Islandia,T,39,50,53,37,35
Islandia,T,40,42,56,38,42
Islandia,T,41,51,48,53,43
Islandia,T,42,37,38,47,31
Islandia,T,43,54,38,50,39
Islandia,T,44,40,50,56,50
Islandia,T,45,39,38,50,58
Islandia,T,46,45,45,53,41
Islandia,T,47,42,51,45,43
Islandia,T,48,32,58,35,43
Islandia,T,49,43,45,39,46
Islandia,T,50,41,46,46,61
Islandia,T,51,42,36,43,48
Islandia,T,52,46,49,53,55
Iran,T,1,8204,8155,7869,8929
Iran,T,2,8065,8269,7527,8628
Iran,T,3,8326,8285,7717,8651
Iran,T,4,8301,8093,7509,8934
Iran,T,5,7971,8049,7443,8426
Iran,T,6,8137,7604,8023,7881
Iran,T,7,7346,7033,7344,8528
