NazwaKraju,Mies./tyg.,NrOkresu,Zgony2018,Zgony2019,Zgony2021
Albania,M,1,2158,2397,3002
Albania,M,2,2013,1974,3773
Albania,M,3,2136,1990,3447
Albania,M,4,1828,1687,2419
Albania,M,5,1664,1744,1874
Albania,M,6,1576,1718,1822
Albania,M,7,1641,1744,1820
Albania,M,8,1709,1734,2080
Albania,M,9,1621,1528,2506
Albania,M,10,1668,1673,2559
Albania,M,11,1730,1792,2506
Albania,M,12,2060,1956,2772
Antigua i Barbuda,M,1,37,63,56
Antigua i Barbuda,M,2,40,61,68
Antigua i Barbuda,M,3,60,45,55
Antigua i Barbuda,M,4,60,40,50
Antigua i Barbuda,M,5,58,38,46
Antigua i Barbuda,M,6,42,63,39
Antigua i Barbuda,M,7,53,54,55
Antigua i Barbuda,M,8,48,57,47
Antigua i Barbuda,M,9,54,51,104
Antigua i Barbuda,M,10,44,44,26
Antigua i Barbuda,M,11,42,48,64
Antigua i Barbuda,M,12,43,54,39
Armenia,M,1,2534,2773,3013
Armenia,M,2,2273,2247,2418
Armenia,M,3,2215,2353,2836
Armenia,M,4,1968,2203,3361
Armenia,M,5,2220,2285,2633
Armenia,M,6,1902,1929,2290
Armenia,M,7,2347,2069,2247
Armenia,M,8,1972,1994,2241
Armenia,M,9,1704,1802,2559
Armenia,M,10,2086,2014,3462
Armenia,M,11,2317,2179,4577
Armenia,M,12,2107,2404,3001
Aruba,M,1,70,49,68
Aruba,M,2,63,55,87
Aruba,M,3,60,64,80
Aruba,M,4,66,50,95
Aruba,M,5,62,55,69
Aruba,M,6,49,52,45
Aruba,M,7,65,56,70
Aruba,M,8,55,53,120
Aruba,M,9,46,56,92
Aruba,M,10,57,63,93
Aruba,M,11,68,52,78
Aruba,M,12,56,60,67
Australia,T,1,2818,2966,3029
Australia,T,2,2828,2997,2950
Australia,T,3,2763,3041,3148
Australia,T,4,2882,2957,2944
Australia,T,5,2885,2890,3068
Australia,T,6,2724,2957,2962
Australia,T,7,2825,2958,2934
Australia,T,8,2857,3094,3048
Australia,T,9,2858,3008,3069
Australia,T,10,2882,2926,3117
Australia,T,11,2879,3009,3084
Australia,T,12,2870,2920,3038
Australia,T,13,2939,3005,3094
Australia,T,14,2784,2962,2954
Australia,T,15,2828,3065,3251
Australia,T,16,2965,3051,3242
Australia,T,17,2840,3016,3272
Australia,T,18,3021,3019,3362
Australia,T,19,3148,3202,3362
Australia,T,20,3133,3219,3358
Australia,T,21,3252,3285,3507
Australia,T,22,3199,3357,3371
Australia,T,23,3301,3357,3556
Australia,T,24,3129,3460,3487
Australia,T,25,3254,3415,3451
Australia,T,26,3309,3427,3463
Australia,T,27,3375,3451,3539
Australia,T,28,3214,3350,3585
Australia,T,29,3376,3457,3612
Australia,T,30,3467,3491,3664
Australia,T,31,3286,3340,3464
Australia,T,32,3209,3476,3426
Australia,T,33,3375,3441,3494
Australia,T,34,3354,3524,3409
Australia,T,35,3449,3443,3481
Australia,T,36,3313,3499,3402
Australia,T,37,3111,3367,3478
Australia,T,38,3151,3333,3353
Australia,T,39,3143,3100,3513
Australia,T,40,3137,3246,3381
Australia,T,41,3155,3162,3338
Australia,T,42,3090,3147,3339
Australia,T,43,2980,3149,3303
Australia,T,44,3032,3082,3285
Australia,T,45,2999,2969,3152
Australia,T,46,2903,3033,3303
Australia,T,47,2990,2980,3232
Australia,T,48,2957,2986,3233
Australia,T,49,2964,2958,3143
Australia,T,50,2989,2994,3221
Australia,T,51,2934,2950,3324
Australia,T,52,2945,2881,3165
Austria,T,1,1767,1647,1962
Austria,T,2,1842,1709,1959
Austria,T,3,1786,1641,2009
Austria,T,4,1714,1713,1950
Austria,T,5,1870,1732,1868
Austria,T,6,1938,1796,1759
Austria,T,7,1881,1820,1722
Austria,T,8,1951,1751,1669
Austria,T,9,2021,1764,1590
Austria,T,10,1965,1811,1752
Austria,T,11,1946,1790,1694
Austria,T,12,1641,1619,1660
Austria,T,13,1766,1651,1778
Austria,T,14,1617,1607,1665
Austria,T,15,1560,1556,1698
Austria,T,16,1557,1558,1692
Austria,T,17,1383,1521,1700
Austria,T,18,1434,1462,1660
Austria,T,19,1372,1453,1607
Austria,T,20,1342,1558,1524
Austria,T,21,1383,1497,1492
Austria,T,22,1415,1495,1609
Austria,T,23,1433,1520,1565
Austria,T,24,1392,1554,1605
Austria,T,25,1401,1424,1655
Austria,T,26,1414,1454,1511
Austria,T,27,1441,1507,1471
Austria,T,28,1404,1338,1460
Austria,T,29,1511,1430,1584
Austria,T,30,1455,1557,1535
Austria,T,31,1615,1457,1461
Austria,T,32,1532,1406,1630
Austria,T,33,1430,1407,1624
Austria,T,34,1460,1453,1576
Austria,T,35,1414,1501,1555
Austria,T,36,1376,1423,1632
Austria,T,37,1452,1407,1584
Austria,T,38,1421,1452,1581
Austria,T,39,1436,1574,1676
Austria,T,40,1553,1555,1607
Austria,T,41,1509,1592,1636
Austria,T,42,1488,1497,1727
Austria,T,43,1491,1545,1896
Austria,T,44,1561,1536,1946
Austria,T,45,1501,1555,2063
Austria,T,46,1556,1558,2120
Austria,T,47,1531,1553,2158
Austria,T,48,1525,1586,2209
Austria,T,49,1656,1599,2133
Austria,T,50,1626,1667,1938
Austria,T,51,1639,1591,1854
Austria,T,52,1689,1636,1864
Azerbejdżan,M,1,5284,5423,7972
Azerbejdżan,M,2,5216,4816,5366
Azerbejdżan,M,3,4903,4563,5676
Azerbejdżan,M,4,5003,5324,7400
Azerbejdżan,M,5,4871,4555,5435
Azerbejdżan,M,6,4015,4505,5198
Azerbejdżan,M,7,5520,4902,5087
Azerbejdżan,M,8,4684,4269,6499
Azerbejdżan,M,9,4144,4101,7540
Azerbejdżan,M,10,4546,4386,5978
Azerbejdżan,M,11,4547,4393,7610
Azerbejdżan,M,12,4517,5210,7117
Barbados,M,1,222,263,173
Barbados,M,2,232,244,222
Barbados,M,3,218,206,322
Barbados,M,4,143,252,189
Barbados,M,5,296,291,221
Barbados,M,6,193,208,246
Barbados,M,7,221,245,143
Barbados,M,8,201,215,248
Barbados,M,9,188,251,236
Białoruś,M,1,10659,11904,16127
Białoruś,M,2,9391,10115,12554
Białoruś,M,3,12080,10206,11036
Belgia,T,1,2382,2308,2481
Belgia,T,2,2317,2347,2408
Belgia,T,3,2336,2312,2443
Belgia,T,4,2253,2395,2446
Belgia,T,5,2355,2421,2283
Belgia,T,6,2353,2544,2231
Belgia,T,7,2565,2409,2322
Belgia,T,8,2628,2418,2147
Belgia,T,9,3002,2428,2021
Belgia,T,10,3016,2389,2169
Belgia,T,11,2724,2335,2108
Belgia,T,12,2594,2167,2115
Belgia,T,13,2460,2063,2230
Belgia,T,14,2203,2183,2219
Belgia,T,15,2175,1969,2172
Belgia,T,16,2044,2095,2221
Belgia,T,17,1953,2046,2210
Belgia,T,18,1867,2011,2264
Belgia,T,19,1980,2034,2079
Belgia,T,20,1860,2034,2030
Belgia,T,21,1951,1995,1997
Belgia,T,22,1953,1933,1989
Belgia,T,23,1811,1966,1881
Belgia,T,24,1734,1847,1969
Belgia,T,25,1779,1913,1781
Belgia,T,26,1950,1980,1928
Belgia,T,27,2080,1935,1825
Belgia,T,28,1833,1788,1911
Belgia,T,29,1988,1882,2003
Belgia,T,30,2107,2318,1887
Belgia,T,31,2125,1916,1878
Belgia,T,32,2000,1766,1895
Belgia,T,33,1887,1777,1840
Belgia,T,34,1824,1859,1863
Belgia,T,35,1825,2006,1959
Belgia,T,36,1909,1838,2015
Belgia,T,37,1811,1833,1899
Belgia,T,38,1970,1923,1890
Belgia,T,39,1831,1906,1946
Belgia,T,40,1965,2048,2056
Belgia,T,41,2006,1951,2226
Belgia,T,42,1957,1961,2339
Belgia,T,43,1918,2065,2331
Belgia,T,44,1907,1935,2285
Belgia,T,45,2049,2001,2382
Belgia,T,46,2017,2014,2407
Belgia,T,47,2060,2187,2491
Belgia,T,48,2107,2122,2732
Belgia,T,49,2173,2161,2609
Belgia,T,50,2233,2213,2541
Belgia,T,51,2263,2337,2435
Belgia,T,52,2251,2152,2454
Boliwia,M,1,4255,4522,9126
Boliwia,M,2,4060,3947,6733
Boliwia,M,3,4189,4365,5965
Boliwia,M,4,3997,4074,5323
Boliwia,M,5,4354,4259,8337
Boliwia,M,6,4511,4491,9942
Boliwia,M,7,4643,4643,7920
Boliwia,M,8,4582,4510,6378
Boliwia,M,9,4193,4258,5395
Boliwia,M,10,4189,4321,5087
Boliwia,M,11,4191,3994,5483
Boliwia,M,12,4406,4614,10411
Bośnia i Hercegowina,M,1,2774,3444,3452
Bośnia i Hercegowina,M,2,3377,3512,3454
Bośnia i Hercegowina,M,3,3640,3239,4787
Bośnia i Hercegowina,M,4,3186,3122,6051
Bośnia i Hercegowina,M,5,2964,3240,4223
Bośnia i Hercegowina,M,6,2698,2817,3276
Bośnia i Hercegowina,M,7,2716,2969,3067
Bośnia i Hercegowina,M,8,3003,2905,3019
Bośnia i Hercegowina,M,9,2824,2683,3779
Bośnia i Hercegowina,M,10,3124,3170,4125
Bośnia i Hercegowina,M,11,2895,2963,4615
Bośnia i Hercegowina,M,12,3104,3066,4655
Brazylia,M,1,106838,110373,151425
Brazylia,M,2,94994,97737,136802
Brazylia,M,3,109390,109549,209063
Brazylia,M,4,107849,110370,196291
Brazylia,M,5,115068,118737,182513
Brazylia,M,6,116967,118911,171677
Brazylia,M,7,119675,124885,157911
Brazylia,M,8,115169,118568,142697
Brazylia,M,9,108897,112312,124695
Brazylia,M,10,107666,111532,120819
Brazylia,M,11,103328,105635,123169
Brazylia,M,12,110878,111193,126665
Bułgaria,T,1,2274,2533,2628
Bułgaria,T,2,2166,2692,2489
Bułgaria,T,3,2374,2756,2525
Bułgaria,T,4,2360,2848,2464
Bułgaria,T,5,2564,2573,2388
Bułgaria,T,6,2456,2245,2371
Bułgaria,T,7,2380,2300,2494
Bułgaria,T,8,2234,2264,2589
Bułgaria,T,9,2471,2275,2755
Bułgaria,T,10,2382,2166,3020
Bułgaria,T,11,2239,2123,3391
Bułgaria,T,12,2164,2148,3686
Bułgaria,T,13,2057,2081,4044
Bułgaria,T,14,2075,2114,3787
Bułgaria,T,15,2061,2092,3738
Bułgaria,T,16,1991,2036,3437
Bułgaria,T,17,2076,2051,3139
Bułgaria,T,18,1934,1980,2801
Bułgaria,T,19,1887,2120,2552
Bułgaria,T,20,1920,1980,2362
Bułgaria,T,21,1897,1998,2184
Bułgaria,T,22,1917,1967,2098
Bułgaria,T,23,1951,1932,2054
Bułgaria,T,24,1774,1994,2030
Bułgaria,T,25,1776,2026,2291
Bułgaria,T,26,1793,1908,2139
Bułgaria,T,27,1900,1954,2099
Bułgaria,T,28,1963,1820,2091
Bułgaria,T,29,1975,1867,1936
Bułgaria,T,30,1976,1963,2104
Bułgaria,T,31,1902,1854,2242
Bułgaria,T,32,1911,1896,2243
Bułgaria,T,33,1860,1920,2085
Bułgaria,T,34,1822,1936,2348
Bułgaria,T,35,1828,1863,2479
Bułgaria,T,36,1842,1734,2658
Bułgaria,T,37,1845,1753,2900
Bułgaria,T,38,1885,1791,2776
Bułgaria,T,39,1892,1827,2842
Bułgaria,T,40,2068,1887,3073
Bułgaria,T,41,2040,1888,3403
Bułgaria,T,42,2132,1971,3841
Bułgaria,T,43,2092,1911,4049
Bułgaria,T,44,2069,2039,4171
Bułgaria,T,45,2073,2194,4092
Bułgaria,T,46,2135,2026,3988
Bułgaria,T,47,2166,1958,3657
Bułgaria,T,48,2209,2071,3491
Bułgaria,T,49,2322,2128,3310
Bułgaria,T,50,2346,2113,3132
Bułgaria,T,51,2345,2135,3100
Bułgaria,T,52,2431,2117,3067
Kanada,T,1,6630,6080,6790
Kanada,T,2,6660,5950,6765
Kanada,T,3,6555,6000,6740
Kanada,T,4,6440,5945,6655
Kanada,T,5,6225,5845,6465
Kanada,T,6,6035,5810,6095
Kanada,T,7,6010,5865,6035
Kanada,T,8,6040,5795,5870
Kanada,T,9,5795,5735,5850
Kanada,T,10,5920,5745,5680
Kanada,T,11,5675,5660,5515
Kanada,T,12,5620,5625,5640
Kanada,T,13,5705,5570,5590
Kanada,T,14,5595,5550,5740
Kanada,T,15,5565,5560,5640
Kanada,T,16,5395,5580,5665
Kanada,T,17,5480,5430,5870
Kanada,T,18,5405,5520,5795
Kanada,T,19,5305,5425,5685
Kanada,T,20,5205,5370,5735
Kanada,T,21,5155,5335,5280
Kanada,T,22,5085,5200,5560
Kanada,T,23,5090,5185,5240
Kanada,T,24,5080,5240,5315
Kanada,T,25,5110,5015,5245
Kanada,T,26,5060,5045,6125
Kanada,T,27,5215,5160,5365
Kanada,T,28,5105,5165,5330
Kanada,T,29,4820,5075,5360
Kanada,T,30,4960,5080,5470
Kanada,T,31,4980,4950,5490
Kanada,T,32,4975,4985,5405
Kanada,T,33,4995,5065,5650
Kanada,T,34,4925,5065,5580
Kanada,T,35,4970,5130,5760
Kanada,T,36,5115,5095,6050
Kanada,T,37,5075,4995,5990
Kanada,T,38,5150,5045,5980
Kanada,T,39,5210,5395,6065
Kanada,T,40,5290,5455,5990
Kanada,T,41,5340,5320,6195
Kanada,T,42,5425,5640,6140
Kanada,T,43,5460,5535,5985
Kanada,T,44,5540,5525,6020
Kanada,T,45,5465,5615,6075
Kanada,T,46,5485,5660,5780
Kanada,T,47,5455,5600,5675
Kanada,T,48,5535,5665,5625
Chile,T,1,1946,2020,2448
Chile,T,2,1804,1818,2439
Chile,T,3,1804,1819,2702
Chile,T,4,1776,1945,2561
Chile,T,5,1895,1961,2635
Chile,T,6,1817,2023,2506
Chile,T,7,1885,1875,2502
Chile,T,8,1809,1931,2607
Chile,T,9,1782,1862,2662
Chile,T,10,1870,1795,2656
Chile,T,11,1789,1867,2550
Chile,T,12,1819,1877,2741
Chile,T,13,1961,1848,2833
Chile,T,14,1903,1959,2849
Chile,T,15,1939,1973,2899
Chile,T,16,1920,1980,2664
Chile,T,17,1917,2033,2787
Chile,T,18,1976,2095,2735
Chile,T,19,1864,2072,2767
Chile,T,20,2024,2147,2936
Chile,T,21,2088,2364,3081
Chile,T,22,2123,2354,3017
Chile,T,23,2368,2324,3133
Chile,T,24,2431,2429,3182
Chile,T,25,2247,2477,3196
Chile,T,26,2359,2504,3327
Chile,T,27,2334,2458,3120
Chile,T,28,2276,2376,3043
Chile,T,29,2334,2420,2868
Chile,T,30,2496,2343,2749
Chile,T,31,2514,2341,2640
Chile,T,32,2448,2265,2628
Chile,T,33,2306,2296,2613
Chile,T,34,2388,2239,2362
Chile,T,35,2178,2181,2339
Chile,T,36,2238,2181,2397
Chile,T,37,2140,2210,2389
Chile,T,38,2217,2224,2361
Chile,T,39,2046,2270,2250
Chile,T,40,2058,2163,2327
Chile,T,41,1986,2123,2362
Chile,T,42,2002,2067,2222
Chile,T,43,2030,2025,2405
Chile,T,44,1940,2038,2248
Chile,T,45,1960,2039,2395
Chile,T,46,1945,2013,2362
Chile,T,47,1992,2003,2405
Chile,T,48,1924,1978,2538
Chile,T,49,1852,1878,2383
Chile,T,50,1910,1892,2426
Chile,T,51,1941,1963,2419
Chile,T,52,1887,2010,2419
Kolumbia,T,1,4683,5311,8055
Kolumbia,T,2,4431,4663,8525
Kolumbia,T,3,4589,4798,8558
Kolumbia,T,4,4608,4566,7752
Kolumbia,T,5,4450,4507,7080
Kolumbia,T,6,4367,4449,6384
Kolumbia,T,7,4296,4435,5947
Kolumbia,T,8,4225,4449,5611
Kolumbia,T,9,4337,4431,5608
Kolumbia,T,10,4471,4406,5352
Kolumbia,T,11,4564,4456,5631
Kolumbia,T,12,4410,4474,5997
Kolumbia,T,13,4209,4464,6538
Kolumbia,T,14,4349,4433,7259
Kolumbia,T,15,4308,4510,8502
Kolumbia,T,16,4311,4383,8843
Kolumbia,T,17,4387,4414,8841
Kolumbia,T,18,4507,4636,8952
Kolumbia,T,19,4436,4579,9043
Kolumbia,T,20,4695,4397,9126
Kolumbia,T,21,4625,4637,9371
Kolumbia,T,22,4714,4532,9847
Kolumbia,T,23,4816,4824,10178
Kolumbia,T,24,4757,4693,10539
Kolumbia,T,25,4813,4913,10573
Kolumbia,T,26,4839,4766,10381
Kolumbia,T,27,4789,4820,9669
Kolumbia,T,28,4739,4837,8864
Kolumbia,T,29,4695,4873,7734
Kolumbia,T,30,4491,4623,7111
Kolumbia,T,31,4429,4676,6361
Kolumbia,T,32,4574,4683,5874
Kolumbia,T,33,4607,4645,5644
Kolumbia,T,34,4457,4865,5358
Kolumbia,T,35,4427,4792,5114
Kolumbia,T,36,4414,4662,5081
Kolumbia,T,37,4382,4568,5012
Kolumbia,T,38,4400,4599,5243
Kolumbia,T,39,4285,4392,5025
Kolumbia,T,40,4257,4582,5162
Kolumbia,T,41,4339,4540,5083
Kolumbia,T,42,4306,4581,5015
Kolumbia,T,43,4253,4600,5024
Kolumbia,T,44,4391,4732,5139
Kolumbia,T,45,4317,4706,5305
Kolumbia,T,46,4472,4649,5295
Kolumbia,T,47,4407,4738,5289
Kolumbia,T,48,4595,4709,5500
Kolumbia,T,49,4713,4758,5615
Kolumbia,T,50,4719,4744,5494
Kolumbia,T,51,4744,4808,5876
Kolumbia,T,52,4935,4973,5940
Kostaryka,M,1,1973,2090,2676
Kostaryka,M,2,1774,1754,2076
Kostaryka,M,3,1956,1947,2274
Kostaryka,M,4,1870,1991,2314
Kostaryka,M,5,2061,2042,3022
Kostaryka,M,6,2013,2275,2636
Kostaryka,M,7,1938,2036,2486
Kostaryka,M,8,2016,2006,2742
Kostaryka,M,9,2027,1996,3169
Kostaryka,M,10,1971,2074,2958
Kostaryka,M,11,1942,1983,2360
Kostaryka,M,12,2221,2098,2368
Chorwacja,T,1,1128,1154,1342
Chorwacja,T,2,1165,1220,1358
Chorwacja,T,3,1203,1238,1307
Chorwacja,T,4,1137,1319,1244
Chorwacja,T,5,1146,1286,1204
Chorwacja,T,6,1154,1133,1161
Chorwacja,T,7,1157,1126,1121
Chorwacja,T,8,1134,1093,1096
Chorwacja,T,9,1225,1031,1034
Chorwacja,T,10,1266,1130,1080
Chorwacja,T,11,1165,1018,1021
Chorwacja,T,12,1072,970,1142
Chorwacja,T,13,1061,987,1231
Chorwacja,T,14,1065,1032,1283
Chorwacja,T,15,1007,958,1289
Chorwacja,T,16,947,914,1318
Chorwacja,T,17,1028,1033,1341
Chorwacja,T,18,878,947,1252
Chorwacja,T,19,935,958,1255
Chorwacja,T,20,919,943,1106
Chorwacja,T,21,930,952,1047
Chorwacja,T,22,950,893,1143
Chorwacja,T,23,917,1024,1061
Chorwacja,T,24,901,1040,1030
Chorwacja,T,25,845,909,1116
Chorwacja,T,26,884,960,982
Chorwacja,T,27,985,930,1002
Chorwacja,T,28,947,870,991
Chorwacja,T,29,911,933,909
Chorwacja,T,30,916,985,1069
Chorwacja,T,31,1044,865,957
Chorwacja,T,32,1030,892,1063
Chorwacja,T,33,956,884,996
Chorwacja,T,34,939,928,963
Chorwacja,T,35,879,939,1043
Chorwacja,T,36,918,831,1092
Chorwacja,T,37,929,893,1111
Chorwacja,T,38,926,875,1080
Chorwacja,T,39,913,944,1106
Chorwacja,T,40,1035,921,1099
Chorwacja,T,41,957,975,1130
Chorwacja,T,42,959,942,1218
Chorwacja,T,43,1004,919,1325
Chorwacja,T,44,950,940,1404
Chorwacja,T,45,925,966,1535
Chorwacja,T,46,986,999,1563
Chorwacja,T,47,981,915,1716
Chorwacja,T,48,1009,915,1636
Chorwacja,T,49,982,989,1568
Chorwacja,T,50,1070,1021,1536
Chorwacja,T,51,1078,1048,1488
Chorwacja,T,52,1114,1024,1478
Cypr,T,1,127,133,165
Cypr,T,2,120,159,125
Cypr,T,3,103,155,140
Cypr,T,4,131,158,159
Cypr,T,5,139,154,152
Cypr,T,6,164,160,120
Cypr,T,7,110,141,137
Cypr,T,8,151,137,125
Cypr,T,9,141,140,123
Cypr,T,10,129,130,121
Cypr,T,11,106,135,135
Cypr,T,12,124,115,127
Cypr,T,13,109,125,137
Cypr,T,14,124,115,150
Cypr,T,15,123,112,162
Cypr,T,16,120,125,146
Cypr,T,17,120,126,142
Cypr,T,18,117,135,151
Cypr,T,19,99,101,112
Cypr,T,20,90,110,92
Cypr,T,21,111,128,118
Cypr,T,22,95,138,114
Cypr,T,23,90,92,111
Cypr,T,24,85,101,104
Cypr,T,25,109,116,109
Cypr,T,26,93,97,134
Cypr,T,27,96,120,128
Cypr,T,28,99,134,136
Cypr,T,29,106,94,142
Cypr,T,30,109,75,151
Cypr,T,31,106,104,170
Cypr,T,32,95,124,163
Cypr,T,33,99,90,130
Cypr,T,34,109,114,149
Cypr,T,35,121,118,137
Cypr,T,36,85,108,129
Cypr,T,37,107,112,130
Cypr,T,38,108,88,117
Cypr,T,39,98,100,124
Cypr,T,40,105,113,111
Cypr,T,41,101,118,127
Cypr,T,42,105,104,123
Cypr,T,43,92,100,113
Cypr,T,44,113,106,97
Cypr,T,45,114,95,132
Cypr,T,46,118,118,157
Cypr,T,47,98,101,133
Cypr,T,48,120,133,141
Cypr,T,49,106,119,128
Cypr,T,50,117,121,155
Cypr,T,51,126,155,141
Cypr,T,52,115,116,168
Czechy,T,1,2143,2321,3847
Czechy,T,2,2126,2290,3751
Czechy,T,3,2230,2311,3598
Czechy,T,4,2190,2365,3449
Czechy,T,5,2216,2497,3273
Czechy,T,6,2404,2445,3442
Czechy,T,7,2602,2509,3472
Czechy,T,8,2754,2496,3631
Czechy,T,9,2819,2313,3921
Czechy,T,10,2994,2383,4028
Czechy,T,11,2782,2262,3834
Czechy,T,12,2607,2198,3471
Czechy,T,13,2383,2124,3388
Czechy,T,14,2262,2131,2948
Czechy,T,15,2257,2145,2639
Czechy,T,16,2061,2094,2511
Czechy,T,17,2090,2103,2475
Czechy,T,18,2022,2051,2305
Czechy,T,19,1958,2093,2247
Czechy,T,20,1962,2025,2052
Czechy,T,21,2013,1995,1959
Czechy,T,22,1995,2093,2054
Czechy,T,23,2038,2020,1967
Czechy,T,24,1863,2145,2055
Czechy,T,25,1964,1980,2002
Czechy,T,26,1940,2067,1887
Czechy,T,27,1979,2046,1935
Czechy,T,28,2041,1956,2030
Czechy,T,29,2039,2034,1959
Czechy,T,30,2153,2171,2108
Czechy,T,31,2379,2010,1911
Czechy,T,32,2118,2027,2031
Czechy,T,33,1923,2026,1983
Czechy,T,34,2004,2011,1955
Czechy,T,35,1902,2151,2002
Czechy,T,36,1979,1922,2073
Czechy,T,37,2014,1944,2125
Czechy,T,38,2056,2030,2097
Czechy,T,39,1906,2157,2075
Czechy,T,40,2123,2153,2111
Czechy,T,41,2076,2197,2217
Czechy,T,42,2014,2099,2311
Czechy,T,43,2024,2139,2570
Czechy,T,44,2148,2066,2691
Czechy,T,45,2046,2110,2884
Czechy,T,46,1991,2231,3047
Czechy,T,47,2141,2173,3235
Czechy,T,48,2095,2134,3385
Czechy,T,49,2194,2078,3373
Czechy,T,50,2136,2226,3130
Czechy,T,51,2303,2248,2933
Czechy,T,52,2145,2245,2770
Dania,T,1,1134,1130,1234
Dania,T,2,1136,1155,1213
Dania,T,3,1156,1118,1270
Dania,T,4,1119,1085,1218
Dania,T,5,1157,1209,1206
Dania,T,6,1186,1250,1113
Dania,T,7,1265,1176,1062
Dania,T,8,1260,1110,970
Dania,T,9,1323,1090,974
Dania,T,10,1337,1051,1052
Dania,T,11,1253,1063,968
Dania,T,12,1286,1039,1034
Dania,T,13,1186,1022,973
Dania,T,14,1138,1085,976
Dania,T,15,1164,1018,1029
Dania,T,16,1052,1046,1060
Dania,T,17,1008,1015,1014
Dania,T,18,1010,1067,1120
Dania,T,19,1025,1028,1046
Dania,T,20,1012,974,1049
Dania,T,21,953,970,1032
Dania,T,22,977,983,1031
Dania,T,23,1009,991,1053
Dania,T,24,941,969,1000
Dania,T,25,958,1015,1006
Dania,T,26,915,1002,1061
Dania,T,27,1007,935,956
Dania,T,28,971,953,1075
Dania,T,29,994,977,1051
Dania,T,30,1091,967,1057
Dania,T,31,1084,962,1134
Dania,T,32,1029,936,1085
Dania,T,33,1017,931,1048
Dania,T,34,990,1006,1062
Dania,T,35,935,996,1052
Dania,T,36,975,983,1093
Dania,T,37,949,966,1051
Dania,T,38,994,1007,1051
Dania,T,39,950,1016,1138
Dania,T,40,1033,972,1064
Dania,T,41,992,1033,1161
Dania,T,42,958,998,1129
Dania,T,43,973,1026,1138
Dania,T,44,1007,954,1141
Dania,T,45,992,1046,1142
Dania,T,46,954,1037,1132
Dania,T,47,996,1057,1209
Dania,T,48,994,1095,1214
Dania,T,49,1085,1104,1265
Dania,T,50,1044,1107,1258
Dania,T,51,1096,1042,1286
Dania,T,52,1006,1038,1275
Dominika,M,1,3643,3815,4708
Dominika,M,2,3595,3466,3638
Dominika,M,3,4126,3750,3908
Dominika,M,4,3549,3445,3687
Dominika,M,5,3416,3632,4340
Dominika,M,6,3324,3603,4818
Dominika,M,7,3527,3906,4130
Dominika,M,8,3377,3683,3768
Dominika,M,9,3313,3842,3688
Dominika,M,10,3492,3831,4217
Ekwador,T,1,1502,1540,2003
Ekwador,T,2,1496,1534,2194
Ekwador,T,3,1492,1499,2338
Ekwador,T,4,1581,1528,2203
Ekwador,T,5,1418,1478,2232
Ekwador,T,6,1395,1529,2212
Ekwador,T,7,1502,1475,2251
Ekwador,T,8,1451,1441,2275
Ekwador,T,9,1413,1467,2217
Ekwador,T,10,1432,1513,2420
Ekwador,T,11,1399,1505,2629
Ekwador,T,12,1283,1480,2708
Ekwador,T,13,1330,1430,2850
Ekwador,T,14,1383,1465,3044
Ekwador,T,15,1369,1389,3137
Ekwador,T,16,1334,1417,3260
Ekwador,T,17,1316,1450,3083
Ekwador,T,18,1356,1414,2893
Ekwador,T,19,1274,1315,2574
Ekwador,T,20,1429,1355,2379
Ekwador,T,21,1286,1349,2182
Ekwador,T,22,1248,1370,1989
Ekwador,T,23,1370,1350,1974
Ekwador,T,24,1357,1374,1931
Ekwador,T,25,1309,1385,1909
Ekwador,T,26,1388,1377,1827
Ekwador,T,27,1415,1441,1880
Ekwador,T,28,1368,1308,1810
Ekwador,T,29,1324,1404,1740
Ekwador,T,30,1283,1365,1767
Ekwador,T,31,1376,1372,1617
Ekwador,T,32,1355,1407,1581
Ekwador,T,33,1440,1436,1546
Ekwador,T,34,1318,1399,1612
Ekwador,T,35,1444,1444,1566
Ekwador,T,36,1361,1497,1524
Ekwador,T,37,1373,1447,1540
Ekwador,T,38,1296,1402,1496
Ekwador,T,39,1352,1398,1602
Ekwador,T,40,1403,1325,1492
Ekwador,T,41,1315,1349,1544
Ekwador,T,42,1326,1371,1470
Ekwador,T,43,1311,1306,1466
Ekwador,T,44,1370,1426,1461
Ekwador,T,45,1394,1432,1577
Ekwador,T,46,1337,1384,1595
Ekwador,T,47,1344,1441,1583
Ekwador,T,48,1331,1381,1516
Ekwador,T,49,1380,1350,1629
Ekwador,T,50,1447,1479,1634
Ekwador,T,51,1492,1359,1715
Ekwador,T,52,1501,1127,1773
Egipt,M,1,54283,61321,69452
Egipt,M,2,46845,49423,54184
Egipt,M,3,47022,47757,60592
Egipt,M,4,43399,43303,67163
Egipt,M,5,44473,44851,73447
Egipt,M,6,44510,45468,54580
Egipt,M,7,46202,47420,54861
Egipt,M,8,46458,45607,56235
Egipt,M,9,43907,42635,56573
Egipt,M,10,44052,42838,65093
Egipt,M,11,44667,44263,60180
Egipt,M,12,53942,55694,59726
Estonia,T,1,328,351,383
Estonia,T,2,319,338,396
Estonia,T,3,290,383,407
Estonia,T,4,338,324,354
Estonia,T,5,333,325,353
Estonia,T,6,343,325,379
Estonia,T,7,347,317,349
Estonia,T,8,389,322,406
Estonia,T,9,391,331,422
Estonia,T,10,391,305,422
Estonia,T,11,384,294,425
Estonia,T,12,361,300,406
Estonia,T,13,326,296,414
