DATAFLOW,CSE_SEX: Sex,CSE_AGE0_90: Age 0 to 90,CSE_FREQ: Frequency,TIME_PERIOD: Time Period,OBS_VALUE,CSE_OBS_STATUS: Observation Status,CSE_OBS_NOTE: Observation Note
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_81: 81,A: Annual,2000-A1,1333,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_81: 81,A: Annual,2001-A1,1555,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_81: 81,A: Annual,2002-A1,1540,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_81: 81,A: Annual,2003-A1,1425,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_81: 81,A: Annual,2004-A1,1394,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_81: 81,A: Annual,2005-A1,1746,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_81: 81,A: Annual,2006-A1,1690,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_81: 81,A: Annual,2007-A1,1720,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_81: 81,A: Annual,2008-A1,1750,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_81: 81,A: Annual,2009-A1,1665,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_81: 81,A: Annual,2010-A1,1750,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_81: 81,A: Annual,2011-A1,1927,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_81: 81,A: Annual,2012-A1,2001,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_81: 81,A: Annual,2013-A1,2112,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_81: 81,A: Annual,2014-A1,2178,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_81: 81,A: Annual,2015-A1,2139,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_81: 81,A: Annual,2016-A1,2374,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_81: 81,A: Annual,2017-A1,2549,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_81: 81,A: Annual,2018-A1,2568,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_81: 81,A: Annual,2019-A1,2623,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_81: 81,A: Annual,2020-A1,2599,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_83: 83,A: Annual,2000-A1,827,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_83: 83,A: Annual,2001-A1,970,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_83: 83,A: Annual,2002-A1,1137,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_83: 83,A: Annual,2003-A1,1304,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_83: 83,A: Annual,2004-A1,1292,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_83: 83,A: Annual,2005-A1,1297,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_83: 83,A: Annual,2006-A1,1254,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_83: 83,A: Annual,2007-A1,1500,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_83: 83,A: Annual,2008-A1,1448,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_83: 83,A: Annual,2009-A1,1470,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_83: 83,A: Annual,2010-A1,1517,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_83: 83,A: Annual,2011-A1,1439,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_83: 83,A: Annual,2012-A1,1494,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_83: 83,A: Annual,2013-A1,1691,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_83: 83,A: Annual,2014-A1,1784,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_83: 83,A: Annual,2015-A1,1869,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_83: 83,A: Annual,2016-A1,1920,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_83: 83,A: Annual,2017-A1,1919,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_83: 83,A: Annual,2018-A1,2163,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_83: 83,A: Annual,2019-A1,2244,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_83: 83,A: Annual,2020-A1,2299,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),F: Females,AG_03: 03,A: Annual,2000-A1,2310,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),F: Females,AG_03: 03,A: Annual,2001-A1,2213,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),F: Females,AG_03: 03,A: Annual,2002-A1,2161,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),F: Females,AG_03: 03,A: Annual,2003-A1,2166,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),F: Females,AG_03: 03,A: Annual,2004-A1,1922,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),F: Females,AG_03: 03,A: Annual,2005-A1,1862,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),F: Females,AG_03: 03,A: Annual,2006-A1,1981,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),F: Females,AG_03: 03,A: Annual,2007-A1,1871,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),F: Females,AG_03: 03,A: Annual,2008-A1,1862,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),F: Females,AG_03: 03,A: Annual,2009-A1,1808,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),F: Females,AG_03: 03,A: Annual,2010-A1,1811,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),F: Females,AG_03: 03,A: Annual,2011-A1,1966,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),F: Females,AG_03: 03,A: Annual,2012-A1,2003,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),F: Females,AG_03: 03,A: Annual,2013-A1,1998,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),F: Females,AG_03: 03,A: Annual,2014-A1,2190,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),F: Females,AG_03: 03,A: Annual,2015-A1,2155,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),F: Females,AG_03: 03,A: Annual,2016-A1,2101,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),F: Females,AG_03: 03,A: Annual,2017-A1,2118,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),F: Females,AG_03: 03,A: Annual,2018-A1,2373,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),F: Females,AG_03: 03,A: Annual,2019-A1,2375,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),F: Females,AG_03: 03,A: Annual,2020-A1,2356,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),F: Females,AG_48: 48,A: Annual,2000-A1,2833,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),F: Females,AG_48: 48,A: Annual,2001-A1,2777,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),F: Females,AG_48: 48,A: Annual,2002-A1,2860,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),F: Females,AG_48: 48,A: Annual,2003-A1,2887,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),F: Females,AG_48: 48,A: Annual,2004-A1,2993,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),F: Females,AG_48: 48,A: Annual,2005-A1,3055,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),F: Females,AG_48: 48,A: Annual,2006-A1,3056,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),F: Females,AG_48: 48,A: Annual,2007-A1,3057,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),F: Females,AG_48: 48,A: Annual,2008-A1,3069,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),F: Females,AG_48: 48,A: Annual,2009-A1,2874,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),F: Females,AG_48: 48,A: Annual,2010-A1,2935,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),F: Females,AG_48: 48,A: Annual,2011-A1,2701,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),F: Females,AG_48: 48,A: Annual,2012-A1,2685,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),F: Females,AG_48: 48,A: Annual,2013-A1,2610,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),F: Females,AG_48: 48,A: Annual,2014-A1,2494,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),F: Females,AG_48: 48,A: Annual,2015-A1,2540,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),F: Females,AG_48: 48,A: Annual,2016-A1,2640,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),F: Females,AG_48: 48,A: Annual,2017-A1,2563,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),F: Females,AG_48: 48,A: Annual,2018-A1,2758,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),F: Females,AG_48: 48,A: Annual,2019-A1,2945,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),F: Females,AG_48: 48,A: Annual,2020-A1,3005,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),M: Males,AG_10: 10,A: Annual,2000-A1,2916,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),M: Males,AG_10: 10,A: Annual,2001-A1,2905,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),M: Males,AG_10: 10,A: Annual,2002-A1,2826,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),M: Males,AG_10: 10,A: Annual,2003-A1,2731,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),M: Males,AG_10: 10,A: Annual,2004-A1,2549,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),M: Males,AG_10: 10,A: Annual,2005-A1,2648,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),M: Males,AG_10: 10,A: Annual,2006-A1,2553,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),M: Males,AG_10: 10,A: Annual,2007-A1,2521,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),M: Males,AG_10: 10,A: Annual,2008-A1,2369,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),M: Males,AG_10: 10,A: Annual,2009-A1,2203,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),M: Males,AG_10: 10,A: Annual,2010-A1,2148,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),M: Males,AG_10: 10,A: Annual,2011-A1,2030,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),M: Males,AG_10: 10,A: Annual,2012-A1,2038,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),M: Males,AG_10: 10,A: Annual,2013-A1,2036,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),M: Males,AG_10: 10,A: Annual,2014-A1,2040,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),M: Males,AG_10: 10,A: Annual,2015-A1,2098,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),M: Males,AG_10: 10,A: Annual,2016-A1,2147,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),M: Males,AG_10: 10,A: Annual,2017-A1,2174,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),M: Males,AG_10: 10,A: Annual,2018-A1,2321,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),M: Males,AG_10: 10,A: Annual,2019-A1,2341,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),M: Males,AG_10: 10,A: Annual,2020-A1,2257,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),M: Males,AG_89: 89,A: Annual,2000-A1,110,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),M: Males,AG_89: 89,A: Annual,2001-A1,153,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),M: Males,AG_89: 89,A: Annual,2002-A1,109,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),M: Males,AG_89: 89,A: Annual,2003-A1,165,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),M: Males,AG_89: 89,A: Annual,2004-A1,72,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),M: Males,AG_89: 89,A: Annual,2005-A1,140,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),M: Males,AG_89: 89,A: Annual,2006-A1,125,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),M: Males,AG_89: 89,A: Annual,2007-A1,155,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),M: Males,AG_89: 89,A: Annual,2008-A1,162,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),M: Males,AG_89: 89,A: Annual,2009-A1,212,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),M: Males,AG_89: 89,A: Annual,2010-A1,211,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),M: Males,AG_89: 89,A: Annual,2011-A1,181,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),M: Males,AG_89: 89,A: Annual,2012-A1,197,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),M: Males,AG_89: 89,A: Annual,2013-A1,232,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),M: Males,AG_89: 89,A: Annual,2014-A1,260,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),M: Males,AG_89: 89,A: Annual,2015-A1,272,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),M: Males,AG_89: 89,A: Annual,2016-A1,259,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),M: Males,AG_89: 89,A: Annual,2017-A1,273,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),M: Males,AG_89: 89,A: Annual,2018-A1,254,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),M: Males,AG_89: 89,A: Annual,2019-A1,306,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),M: Males,AG_89: 89,A: Annual,2020-A1,315,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_13: 13,A: Annual,2000-A1,5583,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_13: 13,A: Annual,2001-A1,5693,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_13: 13,A: Annual,2002-A1,5840,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_13: 13,A: Annual,2003-A1,5710,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_13: 13,A: Annual,2004-A1,5659,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_13: 13,A: Annual,2005-A1,5581,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_13: 13,A: Annual,2006-A1,5373,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_13: 13,A: Annual,2007-A1,5084,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_13: 13,A: Annual,2008-A1,5028,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_13: 13,A: Annual,2009-A1,4920,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_13: 13,A: Annual,2010-A1,4820,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_13: 13,A: Annual,2011-A1,4628,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_13: 13,A: Annual,2012-A1,4399,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_13: 13,A: Annual,2013-A1,4434,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_13: 13,A: Annual,2014-A1,4072,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_13: 13,A: Annual,2015-A1,4076,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_13: 13,A: Annual,2016-A1,4226,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_13: 13,A: Annual,2017-A1,4088,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_13: 13,A: Annual,2018-A1,4200,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_13: 13,A: Annual,2019-A1,4229,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_13: 13,A: Annual,2020-A1,4273,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_37: 37,A: Annual,2000-A1,5351,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_37: 37,A: Annual,2001-A1,5266,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_37: 37,A: Annual,2002-A1,5090,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_37: 37,A: Annual,2003-A1,4755,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_37: 37,A: Annual,2004-A1,4764,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_37: 37,A: Annual,2005-A1,4953,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_37: 37,A: Annual,2006-A1,4886,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_37: 37,A: Annual,2007-A1,5152,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_37: 37,A: Annual,2008-A1,5306,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_37: 37,A: Annual,2009-A1,5399,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_37: 37,A: Annual,2010-A1,5560,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_37: 37,A: Annual,2011-A1,5760,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_37: 37,A: Annual,2012-A1,6045,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_37: 37,A: Annual,2013-A1,6184,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_37: 37,A: Annual,2014-A1,6466,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_37: 37,A: Annual,2015-A1,6571,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_37: 37,A: Annual,2016-A1,6888,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_37: 37,A: Annual,2017-A1,7236,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_37: 37,A: Annual,2018-A1,7686,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_37: 37,A: Annual,2019-A1,8742,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_37: 37,A: Annual,2020-A1,8672,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_41: 41,A: Annual,2000-A1,5988,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_41: 41,A: Annual,2001-A1,6083,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_41: 41,A: Annual,2002-A1,5837,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_41: 41,A: Annual,2003-A1,5765,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_41: 41,A: Annual,2004-A1,5468,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_41: 41,A: Annual,2005-A1,5337,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_41: 41,A: Annual,2006-A1,5119,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_41: 41,A: Annual,2007-A1,4908,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_41: 41,A: Annual,2008-A1,4871,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_41: 41,A: Annual,2009-A1,5015,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_41: 41,A: Annual,2010-A1,4890,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_41: 41,A: Annual,2011-A1,5182,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_41: 41,A: Annual,2012-A1,5382,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_41: 41,A: Annual,2013-A1,5506,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_41: 41,A: Annual,2014-A1,5711,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_41: 41,A: Annual,2015-A1,6190,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_41: 41,A: Annual,2016-A1,6585,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_41: 41,A: Annual,2017-A1,6840,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_41: 41,A: Annual,2018-A1,7200,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_41: 41,A: Annual,2019-A1,7672,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_41: 41,A: Annual,2020-A1,7932,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_51: 51,A: Annual,2000-A1,6013,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_51: 51,A: Annual,2001-A1,6080,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_51: 51,A: Annual,2002-A1,5663,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_51: 51,A: Annual,2003-A1,5721,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_51: 51,A: Annual,2004-A1,5664,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_51: 51,A: Annual,2005-A1,5795,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_51: 51,A: Annual,2006-A1,5938,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_51: 51,A: Annual,2007-A1,6117,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_51: 51,A: Annual,2008-A1,6209,,
