DATAFLOW,MONTH: Month,FREQ: Frequency,TIME_PERIOD: Time period,OBS_VALUE,NOTE_YEAR_2: Note year 2,NOTE_YEAR_1: Note year 1,NOTE_MONTH_2: Note Month 2,NOTE_MONTH_1: Note Month 1,OBS_STATUS: Observation status,DECIMALS: Decimals
LU1:DF_B2302(1.0),SL12: December,A: Annual,1976,369,,,,,,0: Zero
LU1:DF_B2302(1.0),SL12: December,A: Annual,1977,379,,,,,,0: Zero
LU1:DF_B2302(1.0),SL12: December,A: Annual,1978,322,,,,,,0: Zero
LU1:DF_B2302(1.0),SL12: December,A: Annual,1979,346,,,,,,0: Zero
LU1:DF_B2302(1.0),SL12: December,A: Annual,1980,365,,,,,,0: Zero
LU1:DF_B2302(1.0),SL12: December,A: Annual,1981,351,,,,,,0: Zero
LU1:DF_B2302(1.0),SL12: December,A: Annual,1982,340,,,,,,0: Zero
LU1:DF_B2302(1.0),SL12: December,A: Annual,1983,384,,,,,,0: Zero
LU1:DF_B2302(1.0),SL12: December,A: Annual,1984,375,,,,,,0: Zero
LU1:DF_B2302(1.0),SL12: December,A: Annual,1985,362,,,,,,0: Zero
LU1:DF_B2302(1.0),SL12: December,A: Annual,1986,313,,,,,,0: Zero
LU1:DF_B2302(1.0),SL12: December,A: Annual,1987,349,,,,,,0: Zero
LU1:DF_B2302(1.0),SL12: December,A: Annual,1988,319,,,,,,0: Zero
LU1:DF_B2302(1.0),SL12: December,A: Annual,1989,426,,,,,,0: Zero
LU1:DF_B2302(1.0),SL12: December,A: Annual,1990,339,,,,,,0: Zero
LU1:DF_B2302(1.0),SL12: December,A: Annual,1991,340,,,,,,0: Zero
LU1:DF_B2302(1.0),SL12: December,A: Annual,1992,355,,,,,,0: Zero
LU1:DF_B2302(1.0),SL12: December,A: Annual,1993,389,,,,,,0: Zero
LU1:DF_B2302(1.0),SL12: December,A: Annual,1994,310,,,,,,0: Zero
LU1:DF_B2302(1.0),SL12: December,A: Annual,1995,342,,,,,,0: Zero
LU1:DF_B2302(1.0),SL12: December,A: Annual,1996,345,,,,,,0: Zero
LU1:DF_B2302(1.0),SL12: December,A: Annual,1997,452,,,,,,0: Zero
LU1:DF_B2302(1.0),SL12: December,A: Annual,1998,327,,,,,,0: Zero
LU1:DF_B2302(1.0),SL12: December,A: Annual,1999,310,,,,,,0: Zero
LU1:DF_B2302(1.0),SL12: December,A: Annual,2000,309,,,,,,0: Zero
LU1:DF_B2302(1.0),SL12: December,A: Annual,2001,330,,,,,,0: Zero
LU1:DF_B2302(1.0),SL12: December,A: Annual,2002,320,,,,,,0: Zero
LU1:DF_B2302(1.0),SL12: December,A: Annual,2003,366,,,,,,0: Zero
LU1:DF_B2302(1.0),SL12: December,A: Annual,2004,302,,,,,,0: Zero
LU1:DF_B2302(1.0),SL12: December,A: Annual,2005,319,,,,,,0: Zero
LU1:DF_B2302(1.0),SL12: December,A: Annual,2006,321,,,,,,0: Zero
LU1:DF_B2302(1.0),SL12: December,A: Annual,2007,347,,,,,,0: Zero
LU1:DF_B2302(1.0),SL12: December,A: Annual,2008,340,,,,,,0: Zero
LU1:DF_B2302(1.0),SL12: December,A: Annual,2009,335,,,,,,0: Zero
LU1:DF_B2302(1.0),SL12: December,A: Annual,2010,332,,,,,,0: Zero
LU1:DF_B2302(1.0),SL12: December,A: Annual,2011,318,,,,,,0: Zero
LU1:DF_B2302(1.0),SL12: December,A: Annual,2012,362,,,,,,0: Zero
LU1:DF_B2302(1.0),SL12: December,A: Annual,2013,319,,,,,,0: Zero
LU1:DF_B2302(1.0),SL12: December,A: Annual,2014,364,,,,,,0: Zero
LU1:DF_B2302(1.0),SL12: December,A: Annual,2015,310,,,,,,0: Zero
LU1:DF_B2302(1.0),SL12: December,A: Annual,2016,371,,,,,,0: Zero
LU1:DF_B2302(1.0),SL12: December,A: Annual,2017,386,,,,,,0: Zero
LU1:DF_B2302(1.0),SL12: December,A: Annual,2018,365,,,,,,0: Zero
LU1:DF_B2302(1.0),SL12: December,A: Annual,2019,381,,,,,,0: Zero
LU1:DF_B2302(1.0),SL12: December,A: Annual,2020,493,,,,,,0: Zero
LU1:DF_B2302(1.0),SL12: December,A: Annual,2021,440,,,,,,0: Zero
LU1:DF_B2302(1.0),SL12: December,A: Annual,2022,411,,,,,,0: Zero
LU1:DF_B2302(1.0),L01: 12 months,A: Annual,1950,3446,,,"L01: Before 1960: de facto deaths. From 1960: de jure deaths. Definitions: De facto population, Definitions: De jure population",,,0: Zero
LU1:DF_B2302(1.0),L01: 12 months,A: Annual,1951,3513,,,"L01: Before 1960: de facto deaths. From 1960: de jure deaths. Definitions: De facto population, Definitions: De jure population",,,0: Zero
LU1:DF_B2302(1.0),L01: 12 months,A: Annual,1952,3618,,,"L01: Before 1960: de facto deaths. From 1960: de jure deaths. Definitions: De facto population, Definitions: De jure population",,,0: Zero
LU1:DF_B2302(1.0),L01: 12 months,A: Annual,1953,3789,,,"L01: Before 1960: de facto deaths. From 1960: de jure deaths. Definitions: De facto population, Definitions: De jure population",,,0: Zero
LU1:DF_B2302(1.0),L01: 12 months,A: Annual,1954,3480,,,"L01: Before 1960: de facto deaths. From 1960: de jure deaths. Definitions: De facto population, Definitions: De jure population",,,0: Zero
LU1:DF_B2302(1.0),L01: 12 months,A: Annual,1955,3507,,,"L01: Before 1960: de facto deaths. From 1960: de jure deaths. Definitions: De facto population, Definitions: De jure population",,,0: Zero
LU1:DF_B2302(1.0),L01: 12 months,A: Annual,1956,3878,,,"L01: Before 1960: de facto deaths. From 1960: de jure deaths. Definitions: De facto population, Definitions: De jure population",,,0: Zero
LU1:DF_B2302(1.0),L01: 12 months,A: Annual,1957,3511,,,"L01: Before 1960: de facto deaths. From 1960: de jure deaths. Definitions: De facto population, Definitions: De jure population",,,0: Zero
LU1:DF_B2302(1.0),L01: 12 months,A: Annual,1958,3812,,,"L01: Before 1960: de facto deaths. From 1960: de jure deaths. Definitions: De facto population, Definitions: De jure population",,,0: Zero
LU1:DF_B2302(1.0),L01: 12 months,A: Annual,1959,3607,,,"L01: Before 1960: de facto deaths. From 1960: de jure deaths. Definitions: De facto population, Definitions: De jure population",,,0: Zero
LU1:DF_B2302(1.0),L01: 12 months,A: Annual,1960,3716,,,"L01: Before 1960: de facto deaths. From 1960: de jure deaths. Definitions: De facto population, Definitions: De jure population",,,0: Zero
LU1:DF_B2302(1.0),L01: 12 months,A: Annual,1961,3616,,,"L01: Before 1960: de facto deaths. From 1960: de jure deaths. Definitions: De facto population, Definitions: De jure population",,,0: Zero
LU1:DF_B2302(1.0),L01: 12 months,A: Annual,1962,4037,,,"L01: Before 1960: de facto deaths. From 1960: de jure deaths. Definitions: De facto population, Definitions: De jure population",,,0: Zero
LU1:DF_B2302(1.0),L01: 12 months,A: Annual,1963,3929,,,"L01: Before 1960: de facto deaths. From 1960: de jure deaths. Definitions: De facto population, Definitions: De jure population",,,0: Zero
LU1:DF_B2302(1.0),L01: 12 months,A: Annual,1964,3857,,,"L01: Before 1960: de facto deaths. From 1960: de jure deaths. Definitions: De facto population, Definitions: De jure population",,,0: Zero
LU1:DF_B2302(1.0),L01: 12 months,A: Annual,1965,4057,,,"L01: Before 1960: de facto deaths. From 1960: de jure deaths. Definitions: De facto population, Definitions: De jure population",,,0: Zero
LU1:DF_B2302(1.0),L01: 12 months,A: Annual,1966,4050,,,"L01: Before 1960: de facto deaths. From 1960: de jure deaths. Definitions: De facto population, Definitions: De jure population",,,0: Zero
LU1:DF_B2302(1.0),L01: 12 months,A: Annual,1967,4124,,,"L01: Before 1960: de facto deaths. From 1960: de jure deaths. Definitions: De facto population, Definitions: De jure population",,,0: Zero
LU1:DF_B2302(1.0),L01: 12 months,A: Annual,1968,4098,,,"L01: Before 1960: de facto deaths. From 1960: de jure deaths. Definitions: De facto population, Definitions: De jure population",,,0: Zero
LU1:DF_B2302(1.0),L01: 12 months,A: Annual,1969,4193,,,"L01: Before 1960: de facto deaths. From 1960: de jure deaths. Definitions: De facto population, Definitions: De jure population",,,0: Zero
LU1:DF_B2302(1.0),L01: 12 months,A: Annual,1970,4154,,,"L01: Before 1960: de facto deaths. From 1960: de jure deaths. Definitions: De facto population, Definitions: De jure population",,,0: Zero
LU1:DF_B2302(1.0),L01: 12 months,A: Annual,1971,4387,,,"L01: Before 1960: de facto deaths. From 1960: de jure deaths. Definitions: De facto population, Definitions: De jure population",,,0: Zero
LU1:DF_B2302(1.0),L01: 12 months,A: Annual,1972,4121,,,"L01: Before 1960: de facto deaths. From 1960: de jure deaths. Definitions: De facto population, Definitions: De jure population",,,0: Zero
LU1:DF_B2302(1.0),L01: 12 months,A: Annual,1973,4192,,,"L01: Before 1960: de facto deaths. From 1960: de jure deaths. Definitions: De facto population, Definitions: De jure population",,,0: Zero
LU1:DF_B2302(1.0),L01: 12 months,A: Annual,1974,4315,,,"L01: Before 1960: de facto deaths. From 1960: de jure deaths. Definitions: De facto population, Definitions: De jure population",,,0: Zero
LU1:DF_B2302(1.0),L01: 12 months,A: Annual,1975,4370,,,"L01: Before 1960: de facto deaths. From 1960: de jure deaths. Definitions: De facto population, Definitions: De jure population",,,0: Zero
LU1:DF_B2302(1.0),L01: 12 months,A: Annual,1976,4507,,,"L01: Before 1960: de facto deaths. From 1960: de jure deaths. Definitions: De facto population, Definitions: De jure population",,,0: Zero
LU1:DF_B2302(1.0),L01: 12 months,A: Annual,1977,4083,,,"L01: Before 1960: de facto deaths. From 1960: de jure deaths. Definitions: De facto population, Definitions: De jure population",,,0: Zero
LU1:DF_B2302(1.0),L01: 12 months,A: Annual,1978,4187,,,"L01: Before 1960: de facto deaths. From 1960: de jure deaths. Definitions: De facto population, Definitions: De jure population",,,0: Zero
LU1:DF_B2302(1.0),L01: 12 months,A: Annual,1979,3985,,,"L01: Before 1960: de facto deaths. From 1960: de jure deaths. Definitions: De facto population, Definitions: De jure population",,,0: Zero
LU1:DF_B2302(1.0),L01: 12 months,A: Annual,1980,4113,,,"L01: Before 1960: de facto deaths. From 1960: de jure deaths. Definitions: De facto population, Definitions: De jure population",,,0: Zero
LU1:DF_B2302(1.0),L01: 12 months,A: Annual,1981,4105,,,"L01: Before 1960: de facto deaths. From 1960: de jure deaths. Definitions: De facto population, Definitions: De jure population",,,0: Zero
LU1:DF_B2302(1.0),L01: 12 months,A: Annual,1982,4133,,,"L01: Before 1960: de facto deaths. From 1960: de jure deaths. Definitions: De facto population, Definitions: De jure population",,,0: Zero
LU1:DF_B2302(1.0),L01: 12 months,A: Annual,1983,4129,,,"L01: Before 1960: de facto deaths. From 1960: de jure deaths. Definitions: De facto population, Definitions: De jure population",,,0: Zero
LU1:DF_B2302(1.0),L01: 12 months,A: Annual,1984,4072,,,"L01: Before 1960: de facto deaths. From 1960: de jure deaths. Definitions: De facto population, Definitions: De jure population",,,0: Zero
LU1:DF_B2302(1.0),L01: 12 months,A: Annual,1985,4027,,,"L01: Before 1960: de facto deaths. From 1960: de jure deaths. Definitions: De facto population, Definitions: De jure population",,,0: Zero
LU1:DF_B2302(1.0),L01: 12 months,A: Annual,1986,3970,,,"L01: Before 1960: de facto deaths. From 1960: de jure deaths. Definitions: De facto population, Definitions: De jure population",,,0: Zero
LU1:DF_B2302(1.0),L01: 12 months,A: Annual,1987,4012,,,"L01: Before 1960: de facto deaths. From 1960: de jure deaths. Definitions: De facto population, Definitions: De jure population",,,0: Zero
LU1:DF_B2302(1.0),L01: 12 months,A: Annual,1988,3840,,,"L01: Before 1960: de facto deaths. From 1960: de jure deaths. Definitions: De facto population, Definitions: De jure population",,,0: Zero
LU1:DF_B2302(1.0),L01: 12 months,A: Annual,1989,3984,,,"L01: Before 1960: de facto deaths. From 1960: de jure deaths. Definitions: De facto population, Definitions: De jure population",,,0: Zero
LU1:DF_B2302(1.0),L01: 12 months,A: Annual,1990,3773,,,"L01: Before 1960: de facto deaths. From 1960: de jure deaths. Definitions: De facto population, Definitions: De jure population",,,0: Zero
LU1:DF_B2302(1.0),L01: 12 months,A: Annual,1991,3744,,,"L01: Before 1960: de facto deaths. From 1960: de jure deaths. Definitions: De facto population, Definitions: De jure population",,,0: Zero
LU1:DF_B2302(1.0),L01: 12 months,A: Annual,1992,4021,,,"L01: Before 1960: de facto deaths. From 1960: de jure deaths. Definitions: De facto population, Definitions: De jure population",,,0: Zero
LU1:DF_B2302(1.0),L01: 12 months,A: Annual,1993,3915,,,"L01: Before 1960: de facto deaths. From 1960: de jure deaths. Definitions: De facto population, Definitions: De jure population",,,0: Zero
LU1:DF_B2302(1.0),L01: 12 months,A: Annual,1994,3800,,,"L01: Before 1960: de facto deaths. From 1960: de jure deaths. Definitions: De facto population, Definitions: De jure population",,,0: Zero
LU1:DF_B2302(1.0),L01: 12 months,A: Annual,1995,3797,,,"L01: Before 1960: de facto deaths. From 1960: de jure deaths. Definitions: De facto population, Definitions: De jure population",,,0: Zero
LU1:DF_B2302(1.0),L01: 12 months,A: Annual,1996,3895,,,"L01: Before 1960: de facto deaths. From 1960: de jure deaths. Definitions: De facto population, Definitions: De jure population",,,0: Zero
LU1:DF_B2302(1.0),L01: 12 months,A: Annual,1997,3937,,,"L01: Before 1960: de facto deaths. From 1960: de jure deaths. Definitions: De facto population, Definitions: De jure population",,,0: Zero
LU1:DF_B2302(1.0),L01: 12 months,A: Annual,1998,3901,,,"L01: Before 1960: de facto deaths. From 1960: de jure deaths. Definitions: De facto population, Definitions: De jure population",,,0: Zero
LU1:DF_B2302(1.0),L01: 12 months,A: Annual,1999,3793,,,"L01: Before 1960: de facto deaths. From 1960: de jure deaths. Definitions: De facto population, Definitions: De jure population",,,0: Zero
LU1:DF_B2302(1.0),L01: 12 months,A: Annual,2000,3754,,,"L01: Before 1960: de facto deaths. From 1960: de jure deaths. Definitions: De facto population, Definitions: De jure population",,,0: Zero
LU1:DF_B2302(1.0),L01: 12 months,A: Annual,2001,3719,,,"L01: Before 1960: de facto deaths. From 1960: de jure deaths. Definitions: De facto population, Definitions: De jure population",,,0: Zero
LU1:DF_B2302(1.0),L01: 12 months,A: Annual,2002,3744,,,"L01: Before 1960: de facto deaths. From 1960: de jure deaths. Definitions: De facto population, Definitions: De jure population",,,0: Zero
LU1:DF_B2302(1.0),L01: 12 months,A: Annual,2003,4053,,,"L01: Before 1960: de facto deaths. From 1960: de jure deaths. Definitions: De facto population, Definitions: De jure population",,,0: Zero
LU1:DF_B2302(1.0),L01: 12 months,A: Annual,2004,3578,,,"L01: Before 1960: de facto deaths. From 1960: de jure deaths. Definitions: De facto population, Definitions: De jure population",,,0: Zero
LU1:DF_B2302(1.0),L01: 12 months,A: Annual,2005,3621,,,"L01: Before 1960: de facto deaths. From 1960: de jure deaths. Definitions: De facto population, Definitions: De jure population",,,0: Zero
LU1:DF_B2302(1.0),L01: 12 months,A: Annual,2006,3766,,,"L01: Before 1960: de facto deaths. From 1960: de jure deaths. Definitions: De facto population, Definitions: De jure population",,,0: Zero
LU1:DF_B2302(1.0),L01: 12 months,A: Annual,2007,3866,,,"L01: Before 1960: de facto deaths. From 1960: de jure deaths. Definitions: De facto population, Definitions: De jure population",,,0: Zero
LU1:DF_B2302(1.0),L01: 12 months,A: Annual,2008,3595,,,"L01: Before 1960: de facto deaths. From 1960: de jure deaths. Definitions: De facto population, Definitions: De jure population",,,0: Zero
LU1:DF_B2302(1.0),L01: 12 months,A: Annual,2009,3655,,,"L01: Before 1960: de facto deaths. From 1960: de jure deaths. Definitions: De facto population, Definitions: De jure population",,,0: Zero
LU1:DF_B2302(1.0),L01: 12 months,A: Annual,2010,3760,,,"L01: Before 1960: de facto deaths. From 1960: de jure deaths. Definitions: De facto population, Definitions: De jure population",,,0: Zero
LU1:DF_B2302(1.0),L01: 12 months,A: Annual,2011,3819,,,"L01: Before 1960: de facto deaths. From 1960: de jure deaths. Definitions: De facto population, Definitions: De jure population",,,0: Zero
LU1:DF_B2302(1.0),L01: 12 months,A: Annual,2012,3876,,,"L01: Before 1960: de facto deaths. From 1960: de jure deaths. Definitions: De facto population, Definitions: De jure population",,,0: Zero
LU1:DF_B2302(1.0),L01: 12 months,A: Annual,2013,3822,,,"L01: Before 1960: de facto deaths. From 1960: de jure deaths. Definitions: De facto population, Definitions: De jure population",,,0: Zero
LU1:DF_B2302(1.0),L01: 12 months,A: Annual,2014,3841,,,"L01: Before 1960: de facto deaths. From 1960: de jure deaths. Definitions: De facto population, Definitions: De jure population",,,0: Zero
LU1:DF_B2302(1.0),L01: 12 months,A: Annual,2015,3983,,,"L01: Before 1960: de facto deaths. From 1960: de jure deaths. Definitions: De facto population, Definitions: De jure population",,,0: Zero
LU1:DF_B2302(1.0),L01: 12 months,A: Annual,2016,3967,,,"L01: Before 1960: de facto deaths. From 1960: de jure deaths. Definitions: De facto population, Definitions: De jure population",,,0: Zero
LU1:DF_B2302(1.0),L01: 12 months,A: Annual,2017,4263,,,"L01: Before 1960: de facto deaths. From 1960: de jure deaths. Definitions: De facto population, Definitions: De jure population",,,0: Zero
LU1:DF_B2302(1.0),L01: 12 months,A: Annual,2018,4318,,,"L01: Before 1960: de facto deaths. From 1960: de jure deaths. Definitions: De facto population, Definitions: De jure population",,,0: Zero
LU1:DF_B2302(1.0),L01: 12 months,A: Annual,2019,4283,,,"L01: Before 1960: de facto deaths. From 1960: de jure deaths. Definitions: De facto population, Definitions: De jure population",,,0: Zero
LU1:DF_B2302(1.0),L01: 12 months,A: Annual,2020,4609,,,"L01: Before 1960: de facto deaths. From 1960: de jure deaths. Definitions: De facto population, Definitions: De jure population",,,0: Zero
LU1:DF_B2302(1.0),L01: 12 months,A: Annual,2021,4489,,,"L01: Before 1960: de facto deaths. From 1960: de jure deaths. Definitions: De facto population, Definitions: De jure population",,,0: Zero
LU1:DF_B2302(1.0),L01: 12 months,A: Annual,2022,4449,,,"L01: Before 1960: de facto deaths. From 1960: de jure deaths. Definitions: De facto population, Definitions: De jure population",,,0: Zero
LU1:DF_B2302(1.0),SL11: November,A: Annual,1950,268,,,,,,0: Zero
LU1:DF_B2302(1.0),SL11: November,A: Annual,1951,283,,,,,,0: Zero
LU1:DF_B2302(1.0),SL11: November,A: Annual,1952,284,,,,,,0: Zero
LU1:DF_B2302(1.0),SL11: November,A: Annual,1953,262,,,,,,0: Zero
LU1:DF_B2302(1.0),SL11: November,A: Annual,1954,272,,,,,,0: Zero
LU1:DF_B2302(1.0),SL11: November,A: Annual,1955,287,,,,,,0: Zero
LU1:DF_B2302(1.0),SL11: November,A: Annual,1956,314,,,,,,0: Zero
LU1:DF_B2302(1.0),SL11: November,A: Annual,1957,336,,,,,,0: Zero
LU1:DF_B2302(1.0),SL11: November,A: Annual,1958,268,,,,,,0: Zero
LU1:DF_B2302(1.0),SL11: November,A: Annual,1959,345,,,,,,0: Zero
LU1:DF_B2302(1.0),SL11: November,A: Annual,1960,292,,,,,,0: Zero
LU1:DF_B2302(1.0),SL11: November,A: Annual,1961,303,,,,,,0: Zero
LU1:DF_B2302(1.0),SL11: November,A: Annual,1962,311,,,,,,0: Zero
LU1:DF_B2302(1.0),SL11: November,A: Annual,1963,296,,,,,,0: Zero
LU1:DF_B2302(1.0),SL11: November,A: Annual,1964,310,,,,,,0: Zero
LU1:DF_B2302(1.0),SL11: November,A: Annual,1965,306,,,,,,0: Zero
LU1:DF_B2302(1.0),SL11: November,A: Annual,1966,361,,,,,,0: Zero
LU1:DF_B2302(1.0),SL11: November,A: Annual,1967,321,,,,,,0: Zero
LU1:DF_B2302(1.0),SL11: November,A: Annual,1968,311,,,,,,0: Zero
LU1:DF_B2302(1.0),SL11: November,A: Annual,1969,306,,,,,,0: Zero
LU1:DF_B2302(1.0),SL11: November,A: Annual,1970,373,,,,,,0: Zero
LU1:DF_B2302(1.0),SL11: November,A: Annual,1971,360,,,,,,0: Zero
LU1:DF_B2302(1.0),SL11: November,A: Annual,1972,304,,,,,,0: Zero
LU1:DF_B2302(1.0),SL11: November,A: Annual,1973,336,,,,,,0: Zero
LU1:DF_B2302(1.0),SL11: November,A: Annual,1974,366,,,,,,0: Zero
LU1:DF_B2302(1.0),SL11: November,A: Annual,1975,376,,,,,,0: Zero
LU1:DF_B2302(1.0),SL11: November,A: Annual,1976,374,,,,,,0: Zero
LU1:DF_B2302(1.0),SL11: November,A: Annual,1977,355,,,,,,0: Zero
LU1:DF_B2302(1.0),SL11: November,A: Annual,1978,357,,,,,,0: Zero
LU1:DF_B2302(1.0),SL11: November,A: Annual,1979,326,,,,,,0: Zero
LU1:DF_B2302(1.0),SL11: November,A: Annual,1980,336,,,,,,0: Zero
LU1:DF_B2302(1.0),SL11: November,A: Annual,1981,353,,,,,,0: Zero
LU1:DF_B2302(1.0),SL11: November,A: Annual,1982,323,,,,,,0: Zero
LU1:DF_B2302(1.0),SL11: November,A: Annual,1983,368,,,,,,0: Zero
LU1:DF_B2302(1.0),SL11: November,A: Annual,1984,352,,,,,,0: Zero
LU1:DF_B2302(1.0),SL11: November,A: Annual,1985,350,,,,,,0: Zero
LU1:DF_B2302(1.0),SL11: November,A: Annual,1986,314,,,,,,0: Zero
LU1:DF_B2302(1.0),SL11: November,A: Annual,1987,342,,,,,,0: Zero
LU1:DF_B2302(1.0),SL11: November,A: Annual,1988,335,,,,,,0: Zero
LU1:DF_B2302(1.0),SL11: November,A: Annual,1989,334,,,,,,0: Zero
LU1:DF_B2302(1.0),SL11: November,A: Annual,1990,300,,,,,,0: Zero
LU1:DF_B2302(1.0),SL11: November,A: Annual,1991,283,,,,,,0: Zero
LU1:DF_B2302(1.0),SL11: November,A: Annual,1992,338,,,,,,0: Zero
LU1:DF_B2302(1.0),SL11: November,A: Annual,1993,335,,,,,,0: Zero
LU1:DF_B2302(1.0),SL11: November,A: Annual,1994,339,,,,,,0: Zero
LU1:DF_B2302(1.0),SL11: November,A: Annual,1995,309,,,,,,0: Zero
LU1:DF_B2302(1.0),SL11: November,A: Annual,1996,302,,,,,,0: Zero
LU1:DF_B2302(1.0),SL11: November,A: Annual,1997,330,,,,,,0: Zero
LU1:DF_B2302(1.0),SL11: November,A: Annual,1998,310,,,,,,0: Zero
LU1:DF_B2302(1.0),SL11: November,A: Annual,1999,295,,,,,,0: Zero
LU1:DF_B2302(1.0),SL11: November,A: Annual,2000,274,,,,,,0: Zero
LU1:DF_B2302(1.0),SL11: November,A: Annual,2001,312,,,,,,0: Zero
LU1:DF_B2302(1.0),SL11: November,A: Annual,2002,310,,,,,,0: Zero
LU1:DF_B2302(1.0),SL11: November,A: Annual,2003,333,,,,,,0: Zero
LU1:DF_B2302(1.0),SL11: November,A: Annual,2004,281,,,,,,0: Zero
LU1:DF_B2302(1.0),SL11: November,A: Annual,2005,290,,,,,,0: Zero
LU1:DF_B2302(1.0),SL11: November,A: Annual,2006,317,,,,,,0: Zero
LU1:DF_B2302(1.0),SL11: November,A: Annual,2007,314,,,,,,0: Zero
LU1:DF_B2302(1.0),SL11: November,A: Annual,2008,288,,,,,,0: Zero
LU1:DF_B2302(1.0),SL11: November,A: Annual,2009,299,,,,,,0: Zero
LU1:DF_B2302(1.0),SL11: November,A: Annual,2010,296,,,,,,0: Zero
LU1:DF_B2302(1.0),SL11: November,A: Annual,2011,318,,,,,,0: Zero
LU1:DF_B2302(1.0),SL11: November,A: Annual,2012,289,,,,,,0: Zero
LU1:DF_B2302(1.0),SL11: November,A: Annual,2013,291,,,,,,0: Zero
LU1:DF_B2302(1.0),SL11: November,A: Annual,2014,316,,,,,,0: Zero
LU1:DF_B2302(1.0),SL11: November,A: Annual,2015,303,,,,,,0: Zero
LU1:DF_B2302(1.0),SL11: November,A: Annual,2016,329,,,,,,0: Zero
LU1:DF_B2302(1.0),SL11: November,A: Annual,2017,349,,,,,,0: Zero
LU1:DF_B2302(1.0),SL11: November,A: Annual,2018,358,,,,,,0: Zero
LU1:DF_B2302(1.0),SL11: November,A: Annual,2019,404,,,,,,0: Zero
LU1:DF_B2302(1.0),SL11: November,A: Annual,2020,525,,,,,,0: Zero
LU1:DF_B2302(1.0),SL11: November,A: Annual,2021,421,,,,,,0: Zero
LU1:DF_B2302(1.0),SL11: November,A: Annual,2022,368,,,,,,0: Zero
LU1:DF_B2302(1.0),SL10: October,A: Annual,1950,314,,,,,,0: Zero
LU1:DF_B2302(1.0),SL10: October,A: Annual,1951,307,,,,,,0: Zero
LU1:DF_B2302(1.0),SL10: October,A: Annual,1952,290,,,,,,0: Zero
LU1:DF_B2302(1.0),SL10: October,A: Annual,1953,294,,,,,,0: Zero
LU1:DF_B2302(1.0),SL10: October,A: Annual,1954,263,,,,,,0: Zero
LU1:DF_B2302(1.0),SL10: October,A: Annual,1955,277,,,,,,0: Zero
LU1:DF_B2302(1.0),SL10: October,A: Annual,1956,304,,,,,,0: Zero
LU1:DF_B2302(1.0),SL10: October,A: Annual,1957,336,,,,,,0: Zero
LU1:DF_B2302(1.0),SL10: October,A: Annual,1958,252,,,,,,0: Zero
LU1:DF_B2302(1.0),SL10: October,A: Annual,1959,263,,,,,,0: Zero
LU1:DF_B2302(1.0),SL10: October,A: Annual,1960,292,,,,,,0: Zero
LU1:DF_B2302(1.0),SL10: October,A: Annual,1961,303,,,,,,0: Zero
LU1:DF_B2302(1.0),SL10: October,A: Annual,1962,335,,,,,,0: Zero
LU1:DF_B2302(1.0),SL10: October,A: Annual,1963,338,,,,,,0: Zero
LU1:DF_B2302(1.0),SL10: October,A: Annual,1964,313,,,,,,0: Zero
LU1:DF_B2302(1.0),SL10: October,A: Annual,1965,346,,,,,,0: Zero
LU1:DF_B2302(1.0),SL10: October,A: Annual,1966,331,,,,,,0: Zero
LU1:DF_B2302(1.0),SL10: October,A: Annual,1967,339,,,,,,0: Zero
LU1:DF_B2302(1.0),SL10: October,A: Annual,1968,342,,,,,,0: Zero
LU1:DF_B2302(1.0),SL10: October,A: Annual,1969,322,,,,,,0: Zero
LU1:DF_B2302(1.0),SL10: October,A: Annual,1970,313,,,,,,0: Zero
LU1:DF_B2302(1.0),SL10: October,A: Annual,1971,338,,,,,,0: Zero
LU1:DF_B2302(1.0),SL10: October,A: Annual,1972,371,,,,,,0: Zero
LU1:DF_B2302(1.0),SL10: October,A: Annual,1973,332,,,,,,0: Zero
LU1:DF_B2302(1.0),SL10: October,A: Annual,1974,375,,,,,,0: Zero
LU1:DF_B2302(1.0),SL10: October,A: Annual,1975,380,,,,,,0: Zero
LU1:DF_B2302(1.0),SL10: October,A: Annual,1976,321,,,,,,0: Zero
LU1:DF_B2302(1.0),SL10: October,A: Annual,1977,340,,,,,,0: Zero
LU1:DF_B2302(1.0),SL10: October,A: Annual,1978,362,,,,,,0: Zero
LU1:DF_B2302(1.0),SL10: October,A: Annual,1979,295,,,,,,0: Zero
LU1:DF_B2302(1.0),SL10: October,A: Annual,1980,360,,,,,,0: Zero
LU1:DF_B2302(1.0),SL10: October,A: Annual,1981,329,,,,,,0: Zero
LU1:DF_B2302(1.0),SL10: October,A: Annual,1982,355,,,,,,0: Zero
LU1:DF_B2302(1.0),SL10: October,A: Annual,1983,331,,,,,,0: Zero
LU1:DF_B2302(1.0),SL10: October,A: Annual,1984,337,,,,,,0: Zero
LU1:DF_B2302(1.0),SL10: October,A: Annual,1985,314,,,,,,0: Zero
LU1:DF_B2302(1.0),SL10: October,A: Annual,1986,333,,,,,,0: Zero
LU1:DF_B2302(1.0),SL10: October,A: Annual,1987,339,,,,,,0: Zero
LU1:DF_B2302(1.0),SL10: October,A: Annual,1988,326,,,,,,0: Zero
LU1:DF_B2302(1.0),SL10: October,A: Annual,1989,328,,,,,,0: Zero
LU1:DF_B2302(1.0),SL10: October,A: Annual,1990,315,,,,,,0: Zero
LU1:DF_B2302(1.0),SL10: October,A: Annual,1991,319,,,,,,0: Zero
